optimizer,num_channels,learning_rate,epochs,batch_size,use_residuals,use_bottleneck,shortcut_activation,reg_shortcut,reg_module,output_activation,num_filters,nr_modules,module_output_activation,module_activation,l2_r,l1_r,kernel_size,bottleneck_size,train_loss,train_accuracy,train_precision,train_recall,val_loss,val_accuracy,val_precision,val_recall
adam,3,0.01,50,1024,True,False,relu,True,False,sigmoid,36,33,relu,tanh,0.1,0.01,70,42,12.288703918457031,0.4921300411224365,0.4921300411224365,1.0,12.28873062133789,0.4917367696762085,0.4917367696762085,1.0
sgd,3,0.001,50,128,False,True,softmax,False,True,sigmoid,54,9,relu,softmax,0.01,0.01,70,52,0.867846667766571,0.5079829692840576,0.0,0.0,0.8678715229034424,0.507599413394928,0.0,0.0
rmsprop,3,0.01,50,128,False,True,relu,True,True,sigmoid,48,9,tanh,linear,0.0001,0.001,40,50,,,,,,,,
sgd,3,0.001,50,256,True,True,relu,False,False,sigmoid,30,9,linear,softmax,0.0001,0.1,30,28,0.6970099210739136,0.5063351988792419,0.4986797869205475,0.6762633323669434,0.6997603178024292,0.4980823993682861,0.4928784072399139,0.6688302159309387
rmsprop,3,0.001,50,512,True,True,relu,True,True,sigmoid,30,1,sigmoid,sigmoid,0.01,0.1,40,34,13.222750663757324,0.5081831812858582,1.0,2.8986347388126887e-05,13.222882270812988,0.5070891380310059,0.0,0.0
rmsprop,3,0.01,50,256,True,True,relu,False,True,sigmoid,28,30,sigmoid,linear,0.001,0.01,40,50,160.06614685058594,0.5080965757369995,0.0,0.0,160.0545654296875,0.507599413394928,0.0,0.0
adam,3,0.01,50,512,True,True,tanh,False,True,sigmoid,30,9,softmax,softmax,0.01,0.0001,30,34,,,,,,,,
adam,3,0.001,50,128,False,False,softmax,False,True,sigmoid,52,24,relu,softmax,0.1,0.01,40,50,51.7192611694336,0.507869303226471,0.0,0.0,51.71929931640625,0.507599413394928,0.0,0.0
adam,3,0.1,50,1024,False,False,sigmoid,True,True,sigmoid,38,33,softmax,softmax,0.0,0.001,20,28,142.73573303222656,0.5077981352806091,0.0,0.0,142.7355499267578,0.5082632303237915,0.0,0.0
rmsprop,3,0.001,50,256,True,True,relu,False,True,sigmoid,24,1,relu,linear,0.01,0.0001,60,38,0.7300082445144653,0.5653266906738281,0.5489678382873535,0.6540138125419617,0.738010585308075,0.5553977489471436,0.5414459705352783,0.6340689659118652
