optimizer,num_channels,learning_rate,epochs,batch_size,use_residuals,use_bottleneck,shortcut_activation,reg_shortcut,reg_module,output_activation,num_filters,nr_modules,module_output_activation,module_activation,l2_r,l1_r,kernel_size,bottleneck_size,train_loss,train_accuracy,train_precision,train_recall,val_loss,val_accuracy,val_precision,val_recall
sgd,2,0.0001,50,512,True,False,sigmoid,False,True,sigmoid,36,27,tanh,linear,0.0,0.1,40,40,,,,,,,,
sgd,2,0.01,50,512,True,True,tanh,False,True,sigmoid,34,6,relu,linear,0.001,0.01,30,24,,,,,,,,
rmsprop,2,0.001,50,512,False,True,relu,True,False,sigmoid,48,48,relu,softmax,0.001,0.0,190,76,,,,,,,,
rmsprop,2,0.1,50,64,False,True,relu,False,True,sigmoid,36,3,sigmoid,relu,0.01,0.1,130,58,8283.38378906,0.508429825306,0.0,0.0,8283.3515625,0.510809063911,0.0,0.0
adam,2,0.01,50,32,False,True,sigmoid,True,True,sigmoid,20,36,sigmoid,linear,0.1,0.0,50,26,0.712303876877,0.508642733097,0.0,0.0,0.711842894554,0.51087886095,0.0,0.0
adam,2,0.01,50,128,True,True,relu,True,True,sigmoid,66,24,relu,relu,0.01,0.0,90,66,1.0731139183,0.530717790127,0.51227170229,0.933396875858,1.07352280617,0.513591587543,0.501537382603,0.92780572176
rmsprop,2,0.01,50,256,True,True,softmax,True,True,sigmoid,38,6,sigmoid,softmax,0.0,0.0,140,22,0.406499475241,0.889835238457,0.877781510353,0.901307523251,0.703681111336,0.563368082047,0.552903234959,0.56930911541
sgd,2,0.1,50,64,True,True,relu,False,False,sigmoid,36,45,tanh,linear,0.01,0.0001,80,74,0.0502661727369,0.982586860657,0.985565364361,0.978905856609,2.29955053329,0.574593305588,0.569077432156,0.537081599236
adam,2,0.01,50,64,True,True,tanh,True,True,sigmoid,68,48,sigmoid,tanh,0.1,0.01,180,32,574.874328613,0.508365988731,0.0,0.0,574.873046875,0.510809063911,0.0,0.0
adam,2,0.01,50,128,False,True,relu,False,True,sigmoid,46,3,linear,linear,0.0,0.01,30,56,9.610039711,0.50872784853,0.0,0.0,9.60991668701,0.510809063911,0.0,0.0
adam,2,0.001,50,128,True,True,tanh,True,True,sigmoid,68,45,tanh,linear,0.1,0.001,110,22,7.26063489914,0.508664011955,0.0,0.0,7.26020860672,0.510809063911,0.0,0.0
adam,2,0.1,50,512,True,True,relu,False,True,sigmoid,30,24,softmax,linear,0.001,0.1,70,70,2174.6706543,0.632340312004,0.580663263798,0.905134379864,2175.06005859,0.530598938465,0.513700604439,0.788751125336
