batch_size,epochs,learning_rate,optimizer,units,output_layer_activation,train_loss,train_accuracy,train_precision,train_recall,train_f1,val_loss,val_accuracy,val_precision,val_recall,val_f1,confusion_matrix
128,50,0.01,sgd,1,sigmoid,0.693062007427,0.506907393293,0.285714,9.7e-05,0.000193,0.6935364604,0.48453125,1.0,0.000303,0.000606,"[[3100    0]
 [3299    1]]"
