meier_load,use_layerwise_dropout_batchnorm,units,output_layer_activation,optimizer,num_layers,learning_rate,l2_r,l1_r,growth_sequence,epochs,dropout_rate,dropout_T_bn_F,batch_size,activation,train_loss,train_accuracy,train_precision,train_recall,train_f1,val_loss,val_accuracy,val_precision,val_recall,val_f1,confusion_matrix
False,False,280,sigmoid,adam,1,0.001,0.0001,0.1,[1],50,0,True,128,relu,58.408821106,0.498588395639,0.498637,0.999658,0.665378,58.4076499939,0.0769230769231,0.076368,1.0,0.141899,"[[   2 3072]
 [   0  254]]"
False,False,240,sigmoid,rmsprop,4,0.001,0.01,0.0,"[1, 2, 2, 2]",50,0,False,128,softmax,0.70525509119,0.498685747664,0.498686,1.0,0.665497,0.706834375858,0.0763221153846,0.076322,1.0,0.14182,"[[   0 3074]
 [   0  254]]"
False,False,570,sigmoid,rmsprop,2,0.001,0.3,0.01,"[1, 2]",50,0.3,True,128,relu,56.3940582275,0.498685747664,0.498686,1.0,0.665497,56.0675392151,0.0763221153846,0.076322,1.0,0.14182,"[[   0 3074]
 [   0  254]]"
False,True,580,sigmoid,sgd,1,0.1,0.1,0.0001,[1],50,0.001,False,256,tanh,0.846396923065,0.507055664063,0.504082,0.698365,0.585528,0.847974359989,0.349158653846,0.078111,0.69685,0.140476,"[[ 985 2089]
 [  77  177]]"
False,True,390,sigmoid,sgd,2,0.1,0.0001,0.0001,"[1, 2]",50,0.3,True,256,sigmoid,inf,0.498583984375,0.498584,1.0,0.665407,inf,0.0763221153846,0.076322,1.0,0.14182,"[[   0 3074]
 [   0  254]]"
False,True,630,sigmoid,rmsprop,4,0.001,0.2,0.0,"[1, 2, 2, 2]",50,0.001,True,256,softmax,1.45864379406,0.498583984375,0.498584,1.0,0.665407,1.45893847942,0.0763221153846,0.076322,1.0,0.14182,"[[   0 3074]
 [   0  254]]"
False,True,350,sigmoid,adam,1,0.01,0.001,0.001,[1],50,0.2,False,64,relu,2.65660524368,0.553300233645,0.645981,0.230649,0.339927,2.65595436096,0.828125,0.152838,0.275591,0.196629,"[[2686  388]
 [ 184   70]]"
False,False,310,sigmoid,sgd,1,0.01,0.2,0.0001,[1],50,0.01,False,128,relu,inf,0.579658294393,0.731483,0.248219,0.370659,10.5975894928,0.858173076923,0.19209,0.267717,0.223684,"[[2788  286]
 [ 186   68]]"
False,True,440,sigmoid,rmsprop,4,0.001,0.1,0.1,"[1, 4, 4, 4]",50,0.3,True,256,relu,inf,0.501416015625,0.0,0.0,0.0,759.689758301,0.923677884615,0.0,0.0,0.0,"[[3074    0]
 [ 254    0]]"
False,True,150,sigmoid,sgd,1,0.1,0.1,0.2,[1],50,0,True,256,relu,inf,0.513208007812,0.718552,0.03888,0.073768,5502.11376953,0.913461538462,0.16,0.031496,0.052632,"[[3032   42]
 [ 246    8]]"
False,False,610,sigmoid,rmsprop,2,0.01,0.3,0.001,"[1, 2]",50,0.001,True,64,tanh,50.0225830078,0.49328271028,0.492954,0.563397,0.525827,49.897480011,0.460036057692,0.084545,0.61811,0.148745,"[[1374 1700]
 [  97  157]]"
False,True,520,sigmoid,rmsprop,2,0.01,0.001,0.001,"[1, 4]",50,0.01,False,128,softmax,53.1606750488,0.498685747664,0.498686,1.0,0.665497,53.217502594,0.0763221153846,0.076322,1.0,0.14182,"[[   0 3074]
 [   0  254]]"
False,False,330,sigmoid,rmsprop,2,0.001,0.0001,0.001,"[1, 2]",50,0.01,True,256,relu,3.69843173027,0.501489257812,1.0,0.000147,0.000294,3.69616603851,0.923677884615,0.0,0.0,0.0,"[[3074    0]
 [ 254    0]]"
False,False,560,sigmoid,rmsprop,1,0.0001,0.1,0.1,[1],50,0.1,False,128,relu,50.9892463684,0.501435942368,0.592593,0.000781,0.00156,50.9863853455,0.923677884615,0.5,0.003937,0.007812,"[[3073    1]
 [ 253    1]]"
False,True,510,sigmoid,rmsprop,2,0.01,0.0,0.001,"[1, 2]",50,0.001,True,128,relu,inf,0.498174649533,0.498427,0.997657,0.664748,74.064201355,0.0778245192308,0.076437,1.0,0.142018,"[[   5 3069]
 [   0  254]]"
False,True,630,sigmoid,adam,2,0.01,0.3,0.001,"[1, 4]",50,0.1,False,256,relu,inf,0.498583984375,0.498584,1.0,0.665407,24.8042697906,0.0763221153846,0.076322,1.0,0.14182,"[[   0 3074]
 [   0  254]]"
False,False,580,sigmoid,rmsprop,5,0.1,0.0001,0.0,"[1, 1, 1, 1, 1]",50,0.1,True,64,softmax,3.58120059967,0.498685747664,0.498686,1.0,0.665497,3.60021686554,0.0763221153846,0.076322,1.0,0.14182,"[[   0 3074]
 [   0  254]]"
False,False,570,sigmoid,rmsprop,3,0.01,0.01,0.3,"[1, 2, 4]",50,0.001,True,256,tanh,28616.1660156,0.498217773438,0.498398,0.997699,0.664731,28615.3945312,0.0775240384615,0.076414,1.0,0.141979,"[[   4 3070]
 [   0  254]]"
False,True,410,sigmoid,rmsprop,3,0.1,0.001,0.2,"[1, 4, 8]",50,0.01,False,64,sigmoid,108960.601562,0.498685747664,0.498686,1.0,0.665497,108962.789062,0.0763221153846,0.076322,1.0,0.14182,"[[   0 3074]
 [   0  254]]"
False,True,260,sigmoid,sgd,3,0.01,0.001,0.01,"[1, 2, 4]",50,0.001,False,128,tanh,3.37373876572,0.49871008567,0.498698,1.0,0.665508,3.37538003922,0.0763221153846,0.076322,1.0,0.14182,"[[   0 3074]
 [   0  254]]"
False,True,290,sigmoid,rmsprop,5,0.0001,0.0,0.0,"[1, 1, 1, 1, 1]",50,0.1,True,64,tanh,0.687330901623,0.508250584112,0.503969,0.882967,0.641685,0.701674699783,0.173377403846,0.07287,0.838583,0.134089,"[[ 364 2710]
 [  41  213]]"
False,True,630,sigmoid,adam,2,0.01,0.3,0.3,"[1, 1]",50,0.001,False,64,relu,inf,0.498661409657,0.498673,0.99961,0.6654,inf,0.0769230769231,0.076368,1.0,0.141899,"[[   2 3072]
 [   0  254]]"
False,False,80,sigmoid,rmsprop,3,0.1,0.001,0.01,"[1, 2, 4]",50,0.3,False,128,tanh,774.689758301,0.497906931464,0.498294,0.997804,0.664662,781.688110352,0.0772235576923,0.076391,1.0,0.141939,"[[   3 3071]
 [   0  254]]"
False,True,360,sigmoid,adam,1,0.001,0.1,0.2,[1],50,0.3,True,128,softmax,157.319030762,0.498685747664,0.498686,1.0,0.665497,157.321975708,0.0763221153846,0.076322,1.0,0.14182,"[[   0 3074]
 [   0  254]]"
False,True,410,sigmoid,rmsprop,1,0.001,0.3,0.0,[1],50,0.001,False,128,relu,1.55628252029,0.534121884735,0.561018,0.30244,0.393011,1.24781405926,0.731971153846,0.113801,0.370079,0.174074,"[[2342  732]
 [ 160   94]]"
False,False,110,sigmoid,rmsprop,3,0.001,0.0001,0.2,"[1, 2, 2]",50,0.01,False,256,softmax,193.898880005,0.498583984375,0.498584,1.0,0.665407,193.901031494,0.0763221153846,0.076322,1.0,0.14182,"[[   0 3074]
 [   0  254]]"
False,False,630,sigmoid,rmsprop,2,0.01,0.3,0.0001,"[1, 1]",50,0,True,64,sigmoid,91.5885620117,0.498685747664,0.498686,1.0,0.665497,91.5908813477,0.0763221153846,0.076322,1.0,0.14182,"[[   0 3074]
 [   0  254]]"
False,True,330,sigmoid,rmsprop,3,0.0001,0.0001,0.0,"[1, 4, 8]",50,0.01,True,64,softmax,0.69314622879,0.501314252336,0.0,0.0,0.0,0.692708551884,0.923677884615,0.0,0.0,0.0,"[[3074    0]
 [ 254    0]]"
False,True,320,sigmoid,sgd,2,0.01,0.0001,0.0,"[1, 2]",50,0.001,False,256,relu,inf,0.771044921875,0.823795,0.687935,0.74976,0.867862462997,0.680288461538,0.125693,0.535433,0.203593,"[[2128  946]
 [ 118  136]]"
False,False,500,sigmoid,sgd,2,0.01,0.1,0.2,"[1, 2]",50,0,False,64,sigmoid,2046.74816895,0.498685747664,0.498686,1.0,0.665497,2046.78796387,0.0763221153846,0.076322,1.0,0.14182,"[[   0 3074]
 [   0  254]]"
False,False,670,sigmoid,rmsprop,1,0.1,0.0001,0.1,[1],50,0.001,False,128,tanh,88493.2421875,0.497566199377,0.498119,0.995217,0.663932,88494.8515625,0.0769230769231,0.075858,0.992126,0.14094,"[[   4 3070]
 [   2  252]]"
False,False,50,sigmoid,rmsprop,1,0.001,0.001,0.2,[1],50,0.001,True,128,relu,92.7792053223,0.501022196262,0.071429,4.9e-05,9.8e-05,92.7733917236,0.923978365385,1.0,0.003937,0.007843,"[[3074    0]
 [ 253    1]]"
False,True,250,sigmoid,rmsprop,4,0.0001,0.3,0.0,"[1, 4, 8, 8]",50,0.001,True,256,relu,inf,0.503662109375,0.664286,0.009108,0.017969,284.271728516,0.920372596154,0.133333,0.007874,0.01487,"[[3061   13]
 [ 252    2]]"
False,True,600,sigmoid,rmsprop,5,0.001,0.01,0.3,"[1, 1, 1, 1, 1]",50,0.1,True,64,relu,inf,0.498685747664,0.498686,1.0,0.665497,1890.85986328,0.0763221153846,0.076322,1.0,0.14182,"[[   0 3074]
 [   0  254]]"
False,False,100,sigmoid,rmsprop,5,0.001,0.3,0.01,"[1, 2, 4, 4, 2]",50,0.2,False,128,softmax,11.6110544205,0.498685747664,0.498686,1.0,0.665497,11.6132946014,0.0763221153846,0.076322,1.0,0.14182,"[[   0 3074]
 [   0  254]]"
False,True,520,sigmoid,sgd,1,0.01,0.2,0.0,[1],50,0.01,False,256,sigmoid,80.7866439819,0.498950195313,0.498767,0.999902,0.665548,80.9493179321,0.0769230769231,0.076368,1.0,0.141899,"[[   2 3072]
 [   0  254]]"
False,True,550,sigmoid,sgd,1,0.01,0.0001,0.3,[1],50,0.01,False,256,relu,inf,0.576391601563,0.746192,0.227891,0.34915,4452.53808594,0.871694711538,0.216393,0.259843,0.236136,"[[2835  239]
 [ 188   66]]"
False,True,650,sigmoid,rmsprop,5,0.01,0.01,0.0001,"[1, 4, 4, 4, 4]",50,0.1,False,64,softmax,25.929977417,0.498685747664,0.498686,1.0,0.665497,25.9662322998,0.0763221153846,0.076322,1.0,0.14182,"[[   0 3074]
 [   0  254]]"
False,False,460,sigmoid,rmsprop,5,0.001,0.0,0.001,"[1, 2, 4, 4, 2]",50,0.01,False,64,relu,7.62932491302,0.498685747664,0.498686,1.0,0.665497,7.63029956818,0.0763221153846,0.076322,1.0,0.14182,"[[   0 3074]
 [   0  254]]"
False,False,240,sigmoid,rmsprop,2,0.01,0.3,0.0001,"[1, 2]",50,0.01,True,64,relu,inf,0.498685747664,0.498686,1.0,0.665497,36.0416984558,0.0763221153846,0.076322,1.0,0.14182,"[[   0 3074]
 [   0  254]]"
False,False,120,sigmoid,sgd,2,0.001,0.3,0.01,"[1, 2]",50,0,True,256,sigmoid,270.271453857,0.496752929688,0.497657,0.993438,0.663126,270.272277832,0.078125,0.075949,0.992126,0.141097,"[[   8 3066]
 [   2  252]]"
False,True,480,sigmoid,rmsprop,3,0.0001,0.2,0.001,"[1, 2, 4]",50,0.1,False,128,relu,0.972476780415,0.498685747664,0.498686,1.0,0.665497,0.975191235542,0.0763221153846,0.076322,1.0,0.14182,"[[   0 3074]
 [   0  254]]"
False,True,140,sigmoid,adam,5,0.1,0.01,0.3,"[1, 4, 4, 4, 4]",50,0,True,128,relu,inf,0.498685747664,0.498686,1.0,0.665497,10442.078125,0.0763221153846,0.076322,1.0,0.14182,"[[   0 3074]
 [   0  254]]"
False,True,350,sigmoid,rmsprop,4,0.1,0.01,0.01,"[1, 1, 1, 1]",50,0,False,256,sigmoid,3501.12695312,0.498583984375,0.498584,1.0,0.665407,3501.16601562,0.0763221153846,0.076322,1.0,0.14182,"[[   0 3074]
 [   0  254]]"
False,False,690,sigmoid,sgd,3,0.0001,0.0,0.001,"[1, 1, 1]",50,0.3,True,64,sigmoid,136.81968689,0.494523948598,0.496571,0.986042,0.66051,136.819366455,0.0826322115385,0.076551,0.996063,0.142175,"[[  22 3052]
 [   1  253]]"
False,True,320,sigmoid,rmsprop,2,0.001,0.0001,0.1,"[1, 1]",50,0.001,False,64,relu,287.877532959,0.498685747664,0.498686,1.0,0.665497,287.875396729,0.0763221153846,0.076322,1.0,0.14182,"[[   0 3074]
 [   0  254]]"
False,False,570,sigmoid,sgd,2,0.01,0.2,0.0001,"[1, 2]",50,0.001,True,128,softmax,29.8858356476,0.501314252336,0.0,0.0,0.0,29.8835391998,0.923677884615,0.0,0.0,0.0,"[[3074    0]
 [ 254    0]]"
False,False,220,sigmoid,adam,1,0.1,0.1,0.0,[1],50,0.3,True,128,sigmoid,0.7189874053,0.49871008567,0.498698,1.0,0.665508,0.740123510361,0.0763221153846,0.076322,1.0,0.14182,"[[   0 3074]
 [   0  254]]"
False,False,220,sigmoid,sgd,3,0.0001,0.3,0.0001,"[1, 4, 4]",50,0.3,True,256,relu,inf,0.4990234375,0.497372,0.45402,0.474708,497.498657227,0.548076923077,0.067773,0.385827,0.115294,"[[1726 1348]
 [ 156   98]]"
False,False,260,sigmoid,sgd,5,0.001,0.3,0.1,"[1, 4, 4, 4, 4]",50,0.01,True,256,relu,4655.14404297,0.501440429688,1.0,4.9e-05,9.8e-05,4655.07763672,0.923677884615,0.0,0.0,0.0,"[[3074    0]
 [ 254    0]]"
False,False,690,sigmoid,adam,1,0.0001,0.2,0.2,[1],50,0,True,64,relu,31.2769489288,0.501338590343,1.0,4.9e-05,9.8e-05,31.2756824493,0.923677884615,0.0,0.0,0.0,"[[3074    0]
 [ 254    0]]"
False,True,640,sigmoid,sgd,1,0.001,0.0001,0.2,[1],50,0.3,False,128,relu,230.792694092,0.554517133956,0.77727,0.149536,0.250819,230.789840698,0.895132211538,0.228571,0.15748,0.18648,"[[2939  135]
 [ 214   40]]"
False,True,640,sigmoid,rmsprop,2,0.01,0.01,0.0001,"[1, 2]",50,0.2,True,64,sigmoid,9.94672679901,0.498685747664,0.498686,1.0,0.665497,10.0096998215,0.0763221153846,0.076322,1.0,0.14182,"[[   0 3074]
 [   0  254]]"
False,False,310,sigmoid,rmsprop,2,0.1,0.2,0.3,"[1, 4]",50,0.01,True,64,relu,inf,0.498734423676,0.49871,0.999854,0.665486,92079.3203125,0.0763221153846,0.076322,1.0,0.14182,"[[   0 3074]
 [   0  254]]"
False,False,360,sigmoid,rmsprop,1,0.1,0.2,0.1,[1],50,0.1,False,256,sigmoid,35640.96875,0.498876953125,0.49873,0.999804,0.665493,35640.9140625,0.0769230769231,0.076368,1.0,0.141899,"[[   2 3072]
 [   0  254]]"
False,False,500,sigmoid,adam,5,0.1,0.0001,0.1,"[1, 2, 4, 6, 8]",50,0.1,False,128,tanh,inf,0.498661409657,0.498673,0.999902,0.665465,inf,0.0763221153846,0.076322,1.0,0.14182,"[[   0 3074]
 [   0  254]]"
False,True,240,sigmoid,sgd,3,0.001,0.001,0.3,"[1, 2, 4]",50,0.01,False,128,tanh,106.95501709,0.498564057632,0.498624,0.999463,0.665324,106.952423096,0.0766225961538,0.076345,1.0,0.14186,"[[   1 3073]
 [   0  254]]"
