batch_size,epochs,learning_rate,optimizer,activation,dropout_rate,filters,kernel_size,l1_r,l2_r,output_layer_activation,padding,start_neurons,train_loss,train_accuracy,train_precision,train_recall,val_loss,val_accuracy,val_precision,val_recall
512,33,0.1,rmsprop,sigmoid,0,27,3,0.0001,0.01,sigmoid,same,512,14.6858167648,0.660909593105,0.660909593105,1.0,14.6861925125,0.660481750965,0.660481750965,1.0
128,35,0.0001,sgd,sigmoid,0.3,19,15,0.0001,0.1,sigmoid,same,128,3.76620149612,0.65630543232,0.664353728294,0.970674514771,3.83951210976,0.618489563465,0.648836374283,0.920650541782
128,35,0.1,rmsprop,softmax,0.4,11,7,0.01,0.1,sigmoid,same,32,347.084472656,0.660350203514,0.660880148411,0.998700916767,347.08505249,0.660481750965,0.660481750965,1.0
64,35,0.0001,sgd,tanh,0.3,15,13,0.1,0.2,sigmoid,same,16,2.4770617485,0.528867483139,0.639099895954,0.659568250179,2.4883210659,0.521364808083,0.634524941444,0.650747716427
256,30,0.1,adam,softmax,0.1,17,3,0.2,0.0001,sigmoid,same,32,637.901672363,0.66134750843,0.66134750843,1.0,637.901672363,0.660481750965,0.660481750965,1.0
64,35,0.1,rmsprop,tanh,0.4,13,7,0.001,0.0001,sigmoid,same,32,28.2645492554,0.638519525528,0.65514177084,0.957312226295,28.2631206512,0.639668345451,0.655970871449,0.956584632397
128,33,0.0001,rmsprop,relu,0.001,27,13,0.2,0.1,sigmoid,same,64,21.3798141479,0.659131228924,0.66075694561,0.99597889185,21.3810253143,0.657877624035,0.659595310688,0.996057152748
256,35,0.0001,rmsprop,sigmoid,0,23,5,0.0001,0.01,sigmoid,same,32,0.68859153986,0.696115911007,0.701609373093,0.939656972885,0.989890158176,0.616861999035,0.665758728981,0.843272566795
64,35,0.1,adam,relu,0,19,9,0.001,0.3,sigmoid,same,1024,75002.734375,0.660682618618,0.660975158215,0.999287605286,82224.5078125,0.66007655859,0.660708606243,0.998552799225
512,30,0.01,rmsprop,tanh,0.3,11,15,0.01,0.1,sigmoid,same,128,52.6088829041,0.660909593105,0.660909593105,1.0,52.6094551086,0.660481750965,0.660481750965,1.0
256,30,0.0001,rmsprop,softmax,0.3,11,13,0.001,0.3,sigmoid,same,64,0.728491544724,0.659934639931,0.661012709141,0.99647885561,0.739988982677,0.653971374035,0.658360660076,0.989650070667
512,35,0.01,adam,relu,0,19,11,0.1,0.0001,sigmoid,same,16,138.332565308,0.6611328125,0.661232709885,0.999620199203,138.328170776,0.660481750965,0.660481750965,1.0
128,35,0.01,rmsprop,sigmoid,0.2,13,5,0.0001,0.3,sigmoid,same,32,3.99737548828,0.661125898361,0.661125898361,1.0,3.99732232094,0.660481750965,0.660481750965,1.0
256,35,0.001,rmsprop,tanh,0.01,27,7,0.1,0.001,sigmoid,same,128,56.7151908875,0.658161580563,0.659904956818,0.995806753635,56.7162895203,0.6572265625,0.659372985363,0.995071470737
256,30,1e-05,sgd,tanh,0.001,15,7,0.0001,0.3,sigmoid,same,256,10.0779418945,0.499141186476,0.660032093525,0.500167608261,10.0811471939,0.489583343267,0.653564274311,0.483489394188
128,30,0.001,adam,tanh,0.5,25,7,0.01,0.2,sigmoid,same,1024,2.03081488609,0.660239338875,0.660768270493,0.998616755009,2.03063392639,0.659830749035,0.660260558128,0.999014317989
256,30,0.0001,sgd,relu,0.4,11,13,0.2,0.001,sigmoid,same,1024,2.43353962898,0.637023508549,0.653649628162,0.959399998188,2.43319153786,0.6337890625,0.652086138725,0.955150306225
128,33,0.1,adam,softmax,0.5,25,7,0.0001,0.001,sigmoid,same,64,4.48003435135,0.656028389931,0.661689460278,0.981007099152,4.48086214066,0.65625,0.660508096218,0.986692965031
512,30,1e-05,rmsprop,sigmoid,0.5,19,5,0.2,0.3,sigmoid,same,128,1.64925372601,0.6611328125,0.66139882803,0.99924069643,1.6494165659,0.659830749035,0.660260558128,0.999014317989
128,30,1e-05,rmsprop,softmax,0.001,25,15,0.01,0.3,sigmoid,same,16,0.773553311825,0.661292135715,0.661309957504,0.999916195869,0.773769676685,0.660481750965,0.660481750965,1.0
