batch_size,epochs,learning_rate,optimizer,units,meier_load,output_layer_activation,train_loss,train_accuracy,train_precision,train_recall,train_f2,val_loss,val_accuracy,val_precision,val_recall,val_f2,confusion_matrix
256,50,0.0001,rmsprop,64,False,sigmoid,,,,,,,,,,,
