epochs,batch_size,use_maxpool,use_averagepool,use_batchnorm,train_loss,train_accuracy,train_precision,train_recall,train_f2,val_loss,val_accuracy,val_precision,val_recall,val_f2,confusion_matrix
40,48,False,False,False,0.32446885108947754,0.864510319315,0.88503,0.837042,0.846219,0.38942864537239075,0.846920289855,0.305008,0.804,0.605787,"[[2604  458]
 [  49  201]]"
40,48,True,False,False,0.2167290300130844,0.908927180685,0.913531,0.902831,0.904951,0.3336509168148041,0.860507246377,0.333856,0.852,0.650183,"[[2637  425]
 [  37  213]]"
40,48,False,True,False,0.10764583945274353,0.959574571651,0.953995,0.965495,0.963173,0.4529564082622528,0.865640096618,0.344992,0.868,0.666053,"[[2650  412]
 [  33  217]]"
40,48,False,False,True,1.2235801219940186,0.498685747664,0.498686,1.0,0.832602,2.170999765396118,0.0754830917874,0.075483,1.0,0.289889,"[[   0 3062]
 [   0  250]]"
40,48,True,False,True,1.09464430809021,0.498685747664,0.498686,1.0,0.832602,1.9018718004226685,0.0754830917874,0.075483,1.0,0.289889,"[[   0 3062]
 [   0  250]]"
40,48,False,True,True,0.7571371793746948,0.498685747664,0.498686,1.0,0.832602,1.0608594417572021,0.0754830917874,0.075483,1.0,0.289889,"[[   0 3062]
 [   0  250]]"
