use_layerwise_dropout_batchnorm,padding,output_layer_activation,optimizer,num_layers,num_filters,learning_rate,l2_r,l1_r,first_dense_units,filter_size,epochs,dropout_rate,dense_activation,decay_sequence,cnn_activation,batch_size,train_loss,train_accuracy,train_precision,train_recall,val_loss,val_accuracy,val_precision,val_recall,confusion_matrix
False,same,sigmoid,sgd,2,76,0.01,0.1,0.01,296,54,75,0.01,tanh,"[1, 2]",tanh,128,0.794601559639,0.501007020473,0.500976622105,0.999939084053,0.794511139393,0.504010081291,0.504010081291,1.0,"[[   0 2481]
 [   0 2453]]"
False,same,sigmoid,sgd,2,76,0.01,0.1,0.01,294,56,75,0.1,relu,"[1, 1]",relu,256,8.64832687378,0.602505922318,0.566728770733,0.874923467636,8.64838886261,0.606585025787,0.572366595268,0.874216496944,"[[ 798 1683]
 [ 300 2153]]"
False,same,sigmoid,sgd,1,78,0.025,0.01,0.001,298,58,75,0.1,tanh,[1],relu,128,0.531993627548,0.800213634968,0.777341365814,0.843050181866,0.529390931129,0.806949019432,0.79144179821,0.837617278099,"[[1775  706]
 [ 542 1911]]"
False,same,sigmoid,sgd,1,60,0.005,0.1,0.01,290,46,75,0.1,tanh,[1],relu,256,1.45298779011,0.615464687347,0.593734562397,0.735995590687,1.44906461239,0.617598712444,0.6001958251,0.743330657482,"[[1176 1305]
 [ 634 1819]]"
False,same,sigmoid,sgd,1,72,0.025,0.1,0.0001,268,40,75,0.0,relu,[1],relu,256,0.717413604259,0.616782009602,0.579205870628,0.858444988728,0.711551487446,0.627672672272,0.593784034252,0.871548593044,"[[ 920 1561]
 [ 372 2081]]"
False,same,sigmoid,sgd,2,70,0.025,0.1,0.0001,262,50,75,0.3,tanh,"[1, 4]",relu,256,1.62443113327,0.614712774754,0.57833892107,0.85106253624,1.62325167656,0.617598712444,0.582521557808,0.853240966797,"[[ 927 1554]
 [ 370 2083]]"
False,same,sigmoid,sgd,2,64,0.005,0.01,0.01,264,44,75,0.3,tanh,"[1, 1]",relu,256,5.88816165924,0.604098975658,0.566640734673,0.890499770641,5.88787555695,0.603618443012,0.564638257027,0.892282307148,"[[ 765 1716]
 [ 279 2174]]"
False,same,sigmoid,sgd,1,64,0.01,0.1,0.0001,280,50,75,0.001,relu,[1],tanh,256,1.02670490742,0.607254445553,0.572277069092,0.85454761982,1.02596950531,0.617771208286,0.586060941219,0.857909977436,"[[ 864 1617]
 [ 352 2101]]"
False,same,sigmoid,sgd,1,64,0.005,0.01,0.01,268,54,75,0.01,relu,[1],tanh,256,1.2424877882,0.605937123299,0.572640299797,0.838739216328,1.24200487137,0.607319056988,0.572154760361,0.836844325066,"[[ 893 1588]
 [ 411 2042]]"
False,same,sigmoid,sgd,1,76,0.025,0.01,0.0001,250,50,75,0.2,relu,[1],relu,256,0.592235147953,0.745358705521,0.726366758347,0.7889072299,0.590303421021,0.74609375,0.717782080173,0.790648698807,"[[1628  853]
 [ 553 1900]]"
False,same,sigmoid,sgd,1,62,0.005,0.01,0.0001,298,48,75,0.2,tanh,[1],relu,64,0.599738001823,0.702747166157,0.65617865324,0.855172812939,0.599108755589,0.694615721703,0.651075780392,0.850509166718,"[[1254 1227]
 [ 460 1993]]"
False,same,sigmoid,sgd,1,64,0.025,0.01,0.01,268,40,75,0.3,relu,[1],tanh,256,0.702572882175,0.60728508234,0.574219107628,0.834505915642,0.702170312405,0.614925980568,0.588826775551,0.840175390244,"[[ 913 1568]
 [ 426 2027]]"
False,same,sigmoid,sgd,2,76,0.005,0.01,0.0001,264,54,75,0.001,relu,"[1, 2]",relu,256,1.34121072292,0.617854237556,0.578635156155,0.875816941261,1.3426630497,0.617349088192,0.58158993721,0.86947453022,"[[ 895 1586]
 [ 338 2115]]"
False,same,sigmoid,sgd,1,62,0.025,0.01,0.01,280,52,75,0.0,relu,[1],relu,128,0.72742420435,0.581751585007,0.568926870823,0.680882155895,0.726310312748,0.582853615284,0.565517246723,0.680780410767,"[[1173 1308]
 [ 759 1694]]"
False,same,sigmoid,sgd,2,62,0.025,0.01,0.01,266,40,75,0.01,relu,"[1, 2]",relu,256,1.4038066864,0.536394774914,0.519545972347,0.977961421013,1.40371787548,0.543478250504,0.528044700623,0.978873252869,"[[ 242 2239]
 [  76 2377]]"
False,same,sigmoid,sgd,2,78,0.05,0.01,0.001,258,54,75,0.0,relu,"[1, 2]",relu,256,2.36735963821,0.613595962524,0.585128605366,0.786967337132,2.36409687996,0.61523848772,0.587227404118,0.79101973772,"[[1065 1416]
 [ 517 1936]]"
False,same,sigmoid,sgd,1,78,0.05,0.01,0.01,286,42,75,0.2,tanh,[1],relu,128,0.459240674973,0.831583738327,0.833995938301,0.829379558563,0.449287772179,0.8359375,0.841217637062,0.832315862179,"[[1944  537]
 [ 599 1854]]"
False,same,sigmoid,sgd,2,70,0.025,0.1,0.0001,296,56,75,0.2,tanh,"[1, 4]",tanh,128,0.93873411417,0.613701581955,0.576452374458,0.861217796803,0.938211381435,0.618193328381,0.583191871643,0.859824776649,"[[ 904 1577]
 [ 352 2101]]"
False,same,sigmoid,sgd,2,66,0.01,0.1,0.0001,258,40,75,0.001,tanh,"[1, 1]",relu,128,0.69109249115,0.608178198338,0.570327877998,0.883664250374,0.691782772541,0.615027427673,0.57889008522,0.885191321373,"[[ 830 1651]
 [ 299 2154]]"
False,same,sigmoid,sgd,2,74,0.005,0.01,0.0001,288,52,75,0.0,tanh,"[1, 2]",tanh,128,0.813139259815,0.79969483614,0.805929481983,0.790918469429,0.822631120682,0.792317390442,0.80161768198,0.784256577492,"[[1940  541]
 [ 460 1993]]"
False,same,sigmoid,sgd,2,60,0.01,0.01,0.001,280,40,75,0.2,relu,"[1, 2]",tanh,128,0.552164435387,0.799725353718,0.804691374302,0.793185293674,0.547288775444,0.803659558296,0.814752757549,0.791208803654,"[[2001  480]
 [ 533 1920]]"
False,same,sigmoid,sgd,1,68,0.05,0.01,0.0001,298,42,75,0.1,relu,[1],tanh,128,,,,,,,,,
False,same,sigmoid,sgd,5,68,0.01,0.01,0.01,266,50,75,0.2,tanh,"[1, 1, 1, 1, 1]",relu,64,1.16060042381,0.501218259335,0.501218259335,0.999999940395,1.16053807735,0.507398247719,0.507398247719,1.0,"[[   0 2481]
 [   0 2453]]"
False,same,sigmoid,sgd,5,64,0.025,0.01,0.001,284,54,75,0.1,relu,"[1, 2, 4, 6, 8]",tanh,64,0.41062822938,0.853870987892,0.854527771473,0.853800773621,0.400659739971,0.862824678421,0.865008175373,0.86009734869,"[[2126  355]
 [ 410 2043]]"
False,same,sigmoid,sgd,4,76,0.025,0.01,0.001,288,42,75,0.001,relu,"[1, 1, 1, 1]",relu,128,7.55743837357,0.600091516972,0.563719630241,0.892178356647,7.55419969559,0.604263365269,0.568863868713,0.888656377792,"[[ 753 1728]
 [ 275 2178]]"
True,same,sigmoid,sgd,2,60,0.025,0.1,0.01,260,54,75,0.1,relu,"[1, 1]",tanh,256,1.04084575176,0.699711978436,0.694372057915,0.716267347336,1.03456389904,0.708315730095,0.705407559872,0.728333294392,"[[1677  804]
 [ 716 1737]]"
False,same,sigmoid,sgd,5,66,0.025,0.01,0.0001,298,52,75,0.1,tanh,"[1, 2, 4, 6, 8]",tanh,256,0.596368312836,0.836284518242,0.830753564835,0.845876574516,0.586523294449,0.83943259716,0.834000051022,0.8506731987,"[[2032  449]
 [ 406 2047]]"
False,same,sigmoid,sgd,5,64,0.005,0.01,0.0001,256,48,75,0.0,tanh,"[1, 2, 4, 4, 2]",relu,256,1.22855007648,0.834844648838,0.84910941124,0.815543472767,1.21612083912,0.842722058296,0.855714917183,0.819733560085,"[[2046  435]
 [ 473 1980]]"
True,same,sigmoid,sgd,1,72,0.025,0.01,0.0001,262,40,75,0.3,tanh,[1],tanh,64,0.235807359219,0.923859417439,0.922090530396,0.926349043846,0.227316379547,0.929383099079,0.923107147217,0.93932133913,"[[1927  554]
 [ 532 1921]]"
False,same,sigmoid,sgd,2,60,0.005,0.1,0.01,272,48,75,0.0,tanh,"[1, 2]",relu,128,6.61822462082,0.605614900589,0.569974780083,0.866540789604,6.61774015427,0.60489654541,0.571428596973,0.85774230957,"[[ 836 1645]
 [ 339 2114]]"
True,same,sigmoid,sgd,5,74,0.01,0.1,0.0001,278,44,75,0.2,tanh,"[1, 2, 4, 6, 8]",tanh,256,0.505606353283,0.81413513422,0.766545832157,0.904712378979,0.497879117727,0.827097058296,0.77494686842,0.914404988289,"[[1805  676]
 [ 276 2177]]"
True,same,sigmoid,sgd,2,76,0.005,0.1,0.001,260,58,75,0.1,tanh,"[1, 1]",tanh,64,0.379981905222,0.869677782059,0.85436218977,0.89172744751,0.36459672451,0.877435088158,0.860166311264,0.906772911549,"[[1925  556]
 [ 420 2033]]"
False,same,sigmoid,sgd,3,76,0.005,0.01,0.001,286,40,75,0.01,relu,"[1, 2, 4]",tanh,64,0.505810320377,0.826764941216,0.82977938652,0.823121845722,0.500494360924,0.834009766579,0.835328102112,0.828489542007,"[[2052  429]
 [ 425 2028]]"
False,same,sigmoid,sgd,4,70,0.025,0.1,0.01,256,50,75,0.001,tanh,"[1, 4, 8, 8]",relu,128,0.747115731239,0.500854432583,0.500854432583,1.0,0.747044563293,0.508653402328,0.508653402328,1.0,"[[   0 2481]
 [   0 2453]]"
True,same,sigmoid,sgd,3,62,0.01,0.01,0.01,296,48,75,0.2,relu,"[1, 1, 1]",tanh,64,0.76573830843,0.744472205639,0.754620552063,0.72665977478,0.750831723213,0.751623392105,0.760327219963,0.744493424892,"[[1905  576]
 [ 705 1748]]"
False,same,sigmoid,sgd,1,76,0.01,0.1,0.0001,260,46,75,0.001,relu,[1],relu,64,0.748448729515,0.606383621693,0.567437410355,0.902388632298,0.748720228672,0.616522789001,0.576804161072,0.909017086029,"[[ 755 1726]
 [ 268 2185]]"
True,same,sigmoid,sgd,4,78,0.005,0.01,0.01,260,50,75,0.2,tanh,"[1, 1, 1, 1]",tanh,128,0.756768643856,0.797833383083,0.768425107002,0.853670418262,0.751342773438,0.80057567358,0.771819531918,0.85532784462,"[[1825  656]
 [ 357 2096]]"
False,same,sigmoid,sgd,5,72,0.01,0.1,0.01,252,50,75,0.2,relu,"[1, 4, 8, 8, 4]",tanh,128,0.699355304241,0.500701844692,0.500701844692,1.0,0.699330508709,0.506753861904,0.506753861904,1.0,"[[   0 2481]
 [   0 2453]]"
False,same,sigmoid,sgd,5,64,0.005,0.1,0.0001,284,42,75,0.01,tanh,"[1, 2, 4, 6, 8]",tanh,128,6.28107213974,0.601098537445,0.56854146719,0.844846487045,6.28221082687,0.602152764797,0.569962978363,0.84175080061,"[[ 871 1610]
 [ 393 2060]]"
True,same,sigmoid,sgd,3,72,0.05,0.01,0.01,254,58,75,0.01,relu,"[1, 2, 4]",relu,64,2.03153085709,0.627246141434,0.630111634731,0.620731532574,2.025816679,0.643262982368,0.649939775467,0.646307349205,"[[1556  925]
 [ 964 1489]]"
False,same,sigmoid,sgd,4,74,0.005,0.01,0.001,272,56,75,0.2,tanh,"[1, 1, 1, 1]",tanh,128,1.12739300728,0.788434565067,0.825946569443,0.732034087181,1.13118100166,0.783922731876,0.833174884319,0.714635193348,"[[2073  408]
 [ 650 1803]]"
False,same,sigmoid,sgd,5,78,0.025,0.1,0.001,282,48,75,0.01,relu,"[1, 2, 4, 4, 2]",relu,128,1.57816004753,0.500610291958,0.500503599644,1.0,1.57807052135,0.507175981998,0.507175981998,1.0,"[[   0 2481]
 [   0 2453]]"
False,same,sigmoid,sgd,3,78,0.005,0.01,0.001,298,42,75,0.3,relu,"[1, 2, 4]",relu,128,0.721034884453,0.796155035496,0.797163426876,0.795024991035,0.711559474468,0.793996691704,0.804320693016,0.784758865833,"[[1954  527]
 [ 532 1921]]"
False,same,sigmoid,sgd,4,78,0.005,0.01,0.0001,290,44,75,0.0,tanh,"[1, 4, 8, 8]",tanh,64,0.675395667553,0.819942772388,0.819991469383,0.820987999439,0.66534101963,0.819399356842,0.82239228487,0.819751083851,"[[1984  497]
 [ 420 2033]]"
True,same,sigmoid,sgd,1,76,0.01,0.01,0.0001,276,54,75,0.001,tanh,[1],relu,64,0.238474011421,0.931199371815,0.922724306583,0.941615998745,0.246696352959,0.927962660789,0.919123530388,0.938186228275,"[[1955  526]
 [ 484 1969]]"
True,same,sigmoid,sgd,1,64,0.05,0.01,0.001,278,40,75,0.001,relu,[1],tanh,256,0.204555258155,0.958243906498,0.953917920589,0.963191628456,0.198003426194,0.95682567358,0.955083727837,0.958999633789,"[[1964  517]
 [ 537 1916]]"
False,same,sigmoid,sgd,3,74,0.05,0.01,0.01,294,40,75,0.2,tanh,"[1, 1, 1]",relu,128,1.8108253479,0.501010894775,0.501010894775,0.999999940395,1.8107970953,0.502672672272,0.502672672272,1.0,"[[   0 2481]
 [   0 2453]]"
False,same,sigmoid,sgd,3,74,0.05,0.1,0.001,298,48,75,0.0,relu,"[1, 4, 8]",relu,128,0.695501804352,0.500915467739,0.500915467739,1.0,0.695426940918,0.504221141338,0.504221141338,1.0,"[[   0 2481]
 [   0 2453]]"
True,same,sigmoid,sgd,1,60,0.01,0.01,0.001,274,44,75,0.001,relu,[1],tanh,256,0.416713505983,0.865602552891,0.848933458328,0.890287816525,0.414236456156,0.86348682642,0.849603176117,0.882522702217,"[[1811  670]
 [ 488 1965]]"
False,same,sigmoid,sgd,2,66,0.01,0.1,0.01,268,44,75,0.0,relu,"[1, 1]",tanh,128,0.868063807487,0.501225292683,0.501118421555,0.999938845634,0.868015289307,0.502467095852,0.502467095852,1.0,"[[   0 2481]
 [   1 2452]]"
True,same,sigmoid,sgd,1,72,0.05,0.1,0.001,288,46,75,0.0,tanh,[1],tanh,64,0.532195687294,0.795181810856,0.811492264271,0.770427048206,0.478251218796,0.826501607895,0.835504889488,0.819816231728,"[[1981  500]
 [ 617 1836]]"
False,same,sigmoid,sgd,4,74,0.005,0.01,0.01,286,50,75,0.0,tanh,"[1, 4, 8, 8]",tanh,256,14.0185880661,0.598002552986,0.56641793251,0.836824655533,14.0179462433,0.607429265976,0.579292654991,0.840645670891,"[[ 882 1599]
 [ 405 2048]]"
True,same,sigmoid,sgd,2,74,0.05,0.1,0.001,260,50,75,0.1,tanh,"[1, 1]",relu,256,0.664141476154,0.76444453001,0.756073057652,0.782193958759,0.654261350632,0.772615134716,0.763518929482,0.784411251545,"[[1816  665]
 [ 554 1899]]"
True,same,sigmoid,sgd,2,74,0.05,0.1,0.001,266,58,75,0.1,relu,"[1, 4]",relu,64,0.661230325699,0.709569334984,0.70088404417,0.732850909233,0.659139871597,0.710645318031,0.706066548824,0.733035385609,"[[1716  765]
 [ 666 1787]]"
False,same,sigmoid,sgd,3,78,0.05,0.01,0.001,268,46,75,0.2,tanh,"[1, 2, 4]",tanh,256,2.96613407135,0.65204334259,0.639095187187,0.70034879446,2.96497559547,0.658716738224,0.651055693626,0.70549082756,"[[1360 1121]
 [ 699 1754]]"
False,same,sigmoid,sgd,1,78,0.025,0.01,0.0001,264,56,75,0.001,relu,[1],relu,128,0.436294704676,0.843118727207,0.834904253483,0.856691002846,0.426553726196,0.849712193012,0.841706514359,0.863394677639,"[[1984  497]
 [ 476 1977]]"
True,same,sigmoid,sgd,1,68,0.025,0.01,0.001,286,42,75,0.001,relu,[1],relu,64,0.225081145763,0.951726853848,0.94545674324,0.958964049816,0.160325780511,0.95725440979,0.94621515274,0.970179736614,"[[2000  481]
 [ 465 1988]]"
False,same,sigmoid,sgd,1,72,0.05,0.1,0.01,276,44,75,0.001,tanh,[1],tanh,256,0.683207333088,0.60532438755,0.569614648819,0.86713963747,0.688283920288,0.598478615284,0.566941738129,0.86726385355,"[[ 832 1649]
 [ 338 2115]]"
False,same,sigmoid,sgd,3,66,0.025,0.01,0.001,276,50,75,0.001,tanh,"[1, 4, 8]",tanh,256,1.41459429264,0.744072020054,0.740756332874,0.752354741096,1.41674351692,0.744860231876,0.741499364376,0.747933864594,"[[1809  672]
 [ 649 1804]]"
True,same,sigmoid,sgd,3,72,0.05,0.01,0.001,282,50,75,0.3,tanh,"[1, 2, 4]",relu,64,0.677045047283,0.742797076702,0.850336611271,0.590947747231,0.677044928074,0.742491900921,0.849387049675,0.590024352074,"[[2203  278]
 [ 919 1534]]"
False,same,sigmoid,sgd,5,78,0.01,0.1,0.01,278,48,75,0.1,relu,"[1, 1, 1, 1, 1]",relu,256,33.8529167175,0.501501083374,0.50075262785,0.998713254929,33.8528900146,0.50633174181,0.505705833435,1.0,"[[   8 2473]
 [   9 2444]]"
True,same,sigmoid,sgd,1,76,0.05,0.01,0.0001,250,52,75,0.0,relu,[1],tanh,256,0.206468224525,0.943201959133,0.935220777988,0.952706813812,0.209435492754,0.941536486149,0.931160867214,0.954887211323,"[[1925  556]
 [ 535 1918]]"
False,same,sigmoid,sgd,4,60,0.01,0.01,0.001,260,46,75,0.001,relu,"[1, 4, 8, 8]",relu,128,0.638914585114,0.799633800983,0.787110328674,0.823214530945,0.641449511051,0.795230269432,0.787465929985,0.818034768105,"[[1933  548]
 [ 464 1989]]"
False,same,sigmoid,sgd,5,62,0.025,0.01,0.001,284,52,75,0.001,relu,"[1, 4, 8, 8, 4]",tanh,64,0.507137417793,0.813790559769,0.808490335941,0.823715209961,0.500620603561,0.824675321579,0.816049396992,0.826249957085,"[[2011  470]
 [ 455 1998]]"
False,same,sigmoid,sgd,1,70,0.025,0.1,0.001,260,52,75,0.001,tanh,[1],tanh,64,0.653890371323,0.642839729786,0.605074584484,0.826422691345,0.653847396374,0.649350643158,0.610083580017,0.829278230667,"[[1121 1360]
 [ 505 1948]]"
False,same,sigmoid,sgd,5,64,0.005,0.01,0.001,284,48,75,0.2,tanh,"[1, 1, 1, 1, 1]",tanh,64,1.0179656744,0.783486604691,0.798479378223,0.75960367918,1.01020848751,0.79079324007,0.806314051151,0.770171165466,"[[1997  484]
 [ 579 1874]]"
