use_layerwise_dropout_batchnorm,padding,output_layer_activation,optimizer,num_layers,num_filters,learning_rate,l2_r,l1_r,first_dense_units,filter_size,epochs,dropout_rate,dense_activation,decay_sequence,cnn_activation,batch_size,train_loss,train_accuracy,train_precision,train_recall,val_loss,val_accuracy,val_precision,val_recall,confusion_matrix
True,same,sigmoid,sgd,1,74,0.05,0.1,0.001,292,58,75,0.1,relu,[1],tanh,64,0.525108397007,0.850216269493,0.827535331249,0.885851442814,0.385679811239,0.938108742237,0.922230958939,0.956415474415,"[[1831  650]
 [ 536 1917]]"
False,same,sigmoid,sgd,2,78,0.05,0.1,0.001,288,48,75,0.0,tanh,"[1, 1]",tanh,128,0.70086556673,0.501037538052,0.501037538052,1.0,0.700832247734,0.50337690115,0.50337690115,1.0,"[[   0 2481]
 [   0 2453]]"
True,same,sigmoid,sgd,2,60,0.005,0.01,0.0001,256,56,75,0.2,relu,"[1, 2]",relu,64,0.697668790817,0.789242863655,0.786754906178,0.794600486755,0.69269746542,0.787540555,0.793344318867,0.780201971531,"[[1890  591]
 [ 552 1901]]"
True,same,sigmoid,sgd,3,78,0.005,0.1,0.001,254,56,75,0.3,tanh,"[1, 4, 8]",tanh,64,0.621547460556,0.756715595722,0.712251126766,0.863246798515,0.610882878304,0.767451286316,0.718097865582,0.866997122765,"[[1618  863]
 [ 368 2085]]"
True,same,sigmoid,sgd,5,62,0.05,0.1,0.01,286,42,75,0.01,relu,"[1, 2, 4, 4, 2]",tanh,128,1.53020179272,0.570186138153,0.607919335365,0.400231450796,1.53277754784,0.563322365284,0.594132065773,0.399671047926,"[[1845  636]
 [1497  956]]"
True,same,sigmoid,sgd,4,60,0.05,0.01,0.0001,292,40,75,0.3,tanh,"[1, 4, 8, 8]",tanh,128,0.667508304119,0.730851411819,0.709151983261,0.784726858139,0.654763758183,0.737458884716,0.714393377304,0.785093188286,"[[1679  802]
 [ 514 1939]]"
False,same,sigmoid,sgd,5,74,0.005,0.1,0.01,298,48,75,0.01,tanh,"[1, 2, 4, 6, 8]",relu,128,13.975522995,0.542386353016,0.523693799973,0.970071136951,13.9754228592,0.539890229702,0.522547006607,0.969314813614,"[[ 272 2209]
 [ 100 2353]]"
False,same,sigmoid,sgd,2,60,0.025,0.01,0.01,294,42,75,0.001,relu,"[1, 2]",relu,64,0.797446608543,0.501157343388,0.501051008701,0.999939203262,0.79741102457,0.505343198776,0.505343198776,0.999999940395,"[[   0 2481]
 [   0 2453]]"
False,same,sigmoid,sgd,4,72,0.025,0.01,0.01,280,44,75,0.01,tanh,"[1, 2, 4, 6]",relu,64,0.895539700985,0.500974595547,0.500974595547,1.0,0.895454227924,0.506370723248,0.506370723248,1.0,"[[   0 2481]
 [   0 2453]]"
False,same,sigmoid,sgd,4,72,0.05,0.01,0.0001,266,40,75,0.3,tanh,"[1, 2, 4, 6]",relu,64,0.329023241997,0.884235858917,0.873597860336,0.899131059647,0.321779459715,0.891842544079,0.880672931671,0.908027410507,"[[2092  389]
 [ 366 2087]]"
False,same,sigmoid,sgd,2,62,0.01,0.01,0.01,290,56,75,0.01,tanh,"[1, 4]",relu,64,0.724626779556,0.501614153385,0.501614153385,1.0,0.724600434303,0.502466082573,0.502466082573,1.0,"[[   0 2481]
 [   0 2453]]"
True,same,sigmoid,sgd,2,62,0.05,0.1,0.001,270,58,75,0.0,relu,"[1, 2]",tanh,256,0.578346908092,0.734483122826,0.716743469238,0.778408765793,0.559851944447,0.742598712444,0.7265625,0.771144270897,"[[1713  768]
 [ 590 1863]]"
True,same,sigmoid,sgd,5,74,0.025,0.01,0.01,264,58,75,0.2,tanh,"[1, 2, 4, 4, 2]",tanh,64,2.29505634308,0.594048857689,0.686611711979,0.349398314953,2.29054713249,0.596996724606,0.678600490093,0.343917518854,"[[1867  614]
 [1253 1200]]"
True,same,sigmoid,sgd,2,62,0.005,0.1,0.001,294,48,75,0.0,relu,"[1, 2]",relu,128,0.549570858479,0.780073225498,0.769558846951,0.801448225975,0.569517552853,0.771587193012,0.763341069221,0.798220813274,"[[1883  598]
 [ 546 1907]]"
True,same,sigmoid,sgd,2,68,0.025,0.1,0.01,268,58,75,0.1,tanh,"[1, 2]",relu,128,0.937245309353,0.757583141327,0.760838806629,0.75315028429,0.939796864986,0.758840441704,0.753865480423,0.755443871021,"[[1915  566]
 [ 625 1828]]"
True,same,sigmoid,sgd,2,66,0.01,0.01,0.0001,252,56,75,0.3,relu,"[1, 1]",tanh,128,0.798863351345,0.803539812565,0.802701711655,0.806414306164,0.787378072739,0.809621691704,0.805860817432,0.815150260925,"[[1905  576]
 [ 579 1874]]"
True,same,sigmoid,sgd,2,70,0.01,0.1,0.01,260,42,75,0.01,relu,"[1, 4]",tanh,256,0.5899502635,0.751210033894,0.761735141277,0.732432246208,0.60582870245,0.744449019432,0.759949207306,0.726426541805,"[[1906  575]
 [ 702 1751]]"
False,same,sigmoid,sgd,1,66,0.01,0.01,0.0001,292,54,75,0.001,relu,[1],relu,256,0.660420954227,0.669842481613,0.635811150074,0.799193322659,0.659419417381,0.671875,0.634066283703,0.800663053989,"[[1269 1212]
 [ 543 1910]]"
False,same,sigmoid,sgd,1,76,0.05,0.01,0.01,268,58,75,0.3,tanh,[1],relu,64,0.419319033623,0.854784667492,0.82036948204,0.909400224686,0.411077797413,0.86079543829,0.82659381628,0.915288448334,"[[1795  686]
 [ 420 2033]]"
True,same,sigmoid,sgd,4,64,0.025,0.01,0.0001,296,48,75,0.0,tanh,"[1, 4, 8, 8]",relu,256,0.410377800465,0.849610865116,0.900398373604,0.787119626999,0.419991612434,0.841488480568,0.888105332851,0.779933989048,"[[2206  275]
 [ 515 1938]]"
False,same,sigmoid,sgd,5,70,0.005,0.01,0.0001,262,46,75,0.2,tanh,"[1, 1, 1, 1, 1]",tanh,64,,,,,,,,,
