batch_size,epochs,learning_rate,optimizer,units,output_layer_activation,train_loss,train_accuracy,train_precision,train_recall,train_f1,val_loss,val_accuracy,val_precision,val_recall,val_f1,confusion_matrix
128,50,0.01,sgd,1,sigmoid,0.693149745464,0.492722936137,0.495647,0.980771,0.658507,0.693195462227,0.0844350961538,0.076433,0.992126,0.141932,"[[  29 3045]
 [   2  252]]"
