epochs,batch_size,use_maxpool,use_averagepool,use_batchnorm,train_loss,train_accuracy,train_precision,train_recall,train_f2,val_loss,val_accuracy,val_precision,val_recall,val_f2,confusion_matrix
40,48,False,False,False,0.0005969763151369989,0.999707943925,0.999415,1.0,0.999883,2.3344480991363525,0.818538647343,0.272374,0.84,0.592885,"[[2501  561]
 [  40  210]]"
40,48,True,False,False,0.07558228820562363,0.97378796729,0.968981,0.97877,0.976797,0.5591842532157898,0.852657004831,0.319697,0.844,0.635542,"[[2613  449]
 [  39  211]]"
40,48,False,True,False,0.6931743025779724,0.498685747664,0.498686,1.0,0.832602,0.6975303292274475,0.0754830917874,0.075483,1.0,0.289889,"[[   0 3062]
 [   0  250]]"
40,48,False,False,True,0.008378209546208382,0.997444509346,0.999804,0.995071,0.996014,0.9390713572502136,0.854166666667,0.313002,0.78,0.600739,"[[2634  428]
 [  55  195]]"
40,48,True,False,True,0.004499134141951799,0.998564057632,0.999804,0.997316,0.997812,0.9772756695747375,0.882246376812,0.378472,0.872,0.691624,"[[2704  358]
 [  32  218]]"
40,48,False,True,True,0.00046115799341350794,0.999926985981,1.0,0.999854,0.999883,1.1584422588348389,0.872282608696,0.356073,0.856,0.668332,"[[2675  387]
 [  36  214]]"
