use_layerwise_dropout_batchnorm,second_dense_units,padding,output_layer_activation,optimizer,num_layers,num_filters,learning_rate,l2_r,l1_r,growth_sequence,first_dense_units,filter_size,epochs,dropout_rate,dropout_T_bn_F,dense_activation,cnn_activation,batch_size,train_loss,train_accuracy,train_precision,train_recall,val_loss,val_accuracy,val_precision,val_recall,confusion_matrix
True,206,same,sigmoid,sgd,1,74,0.0025,0.01,0.001,[1],296,50,50,0.0,False,relu,tanh,64,0.418130576611,0.88517332077,0.875345051289,0.897559821606,0.642903029919,0.737680315971,0.190809190273,0.751968502998,"[[2262  812]
 [  64  190]]"
False,258,same,sigmoid,sgd,2,68,0.01,0.01,0.001,"[1, 8]",258,76,50,0.1,False,tanh,relu,64,3.13496518135,0.498685777187,0.498685777187,1.0,3.151440382,0.0763221159577,0.0763221159577,1.0,"[[   0 3074]
 [   0  254]]"
False,254,same,sigmoid,sgd,2,74,0.0001,0.01,0.0,"[1, 2]",254,56,50,0.0,False,relu,tanh,48,1.68844294548,0.577711284161,0.749404132366,0.230161070824,1.685338974,0.86473429203,0.188679233193,0.240000009537,"[[2792  270]
 [ 194   56]]"
False,166,same,sigmoid,sgd,2,76,0.0025,0.0,0.0001,"[1, 1]",274,46,50,0.1,True,tanh,relu,256,1.09017515182,0.667553722858,0.688912332058,0.607580065727,1.08760416508,0.704627454281,0.149855911732,0.614173233509,"[[2175  899]
 [ 104  150]]"
True,248,same,sigmoid,sgd,1,60,0.01,0.01,0.0,[1],284,62,50,0.001,True,tanh,relu,128,0.660284996033,0.685601651669,0.69361770153,0.661932706833,0.651423931122,0.6875,0.14530685544,0.633858263493,"[[2116  958]
 [  97  157]]"
True,190,same,sigmoid,sgd,1,74,0.0001,0.001,0.01,[1],298,68,50,0.0,True,relu,relu,128,,,,,,,,,
False,276,same,sigmoid,sgd,2,62,0.01,0.01,0.1,"[1, 2]",278,46,50,0.001,True,relu,tanh,48,18.6697025299,0.498575776815,0.498575776815,1.00000011921,18.6721725464,0.0760869532824,0.0760869532824,1.0,"[[   0 3052]
 [   0  247]]"
True,250,same,sigmoid,sgd,1,78,0.0001,0.01,0.0,[1],250,74,50,0.0,False,tanh,tanh,64,0.644964635372,0.725321292877,0.741448044777,0.68970233202,0.674322366714,0.717548131943,0.157684624195,0.622047245502,"[[2217  857]
 [ 107  147]]"
False,182,same,sigmoid,sgd,2,66,0.0001,0.001,0.0001,"[1, 2]",274,74,50,0.001,True,relu,relu,64,1.45993542671,0.618088006973,0.685108065605,0.433333367109,1.45920526981,0.769230782986,0.148648649454,0.443548381329,"[[2416  658]
 [ 171   83]]"
True,194,same,sigmoid,sgd,3,64,0.0025,0.001,0.001,"[1, 8, 16]",282,72,50,0.01,True,relu,tanh,48,80.3281097412,0.54702103138,0.529053211212,0.834504663944,80.3301544189,0.292874395847,0.0822683721781,0.824000060558,"[[ 764 2298]
 [  45  205]]"
True,186,same,sigmoid,adam,1,74,0.005,0.001,0.01,[1],260,50,50,0.01,True,tanh,tanh,64,0.804931461811,0.498685777187,0.498685777187,1.0,1.04957985878,0.0748197138309,0.0748197138309,1.00000011921,"[[   0 3038]
 [   0  245]]"
False,166,same,sigmoid,sgd,1,64,0.005,0.001,0.0001,[1],288,68,50,0.1,False,tanh,tanh,64,0.594960391521,0.731211066246,0.740160644054,0.710395336151,0.624811768532,0.726863026619,0.167676761746,0.661354601383,"[[2215  859]
 [ 110  144]]"
True,194,same,sigmoid,sgd,2,72,0.005,0.1,0.01,"[1, 1]",264,78,50,0.1,False,relu,tanh,48,0.358442604542,0.923457026482,0.928730428219,0.916804969311,0.666185081005,0.819142520428,0.268874168396,0.81200003624,"[[2447  615]
 [ 104  146]]"
True,254,same,sigmoid,adam,1,62,0.01,0.0,0.1,[1],254,44,50,0.0,True,tanh,tanh,128,1.90272963047,0.498685777187,0.498685777187,1.0,2.13727378845,0.0763221159577,0.0763221159577,1.0,"[[   0 3074]
 [   0  254]]"
False,252,same,sigmoid,sgd,3,62,0.01,0.1,0.0001,"[1, 2, 4]",252,50,50,0.1,False,tanh,relu,64,2.73487186432,0.498685777187,0.498685777187,1.0,2.75062680244,0.0757211595774,0.0757211595774,1.0,"[[   0 3074]
 [   0  254]]"
True,216,same,sigmoid,sgd,1,60,0.01,0.001,0.01,[1],272,44,50,0.001,True,tanh,relu,64,0.69733774662,0.498710095882,0.498710095882,1.0,0.709553837776,0.0760216340423,0.0760216340423,1.0,"[[   0 3074]
 [   0  254]]"
False,276,same,sigmoid,sgd,2,70,0.005,0.01,0.01,"[1, 2]",276,64,50,0.001,True,relu,tanh,64,0.86595416069,0.498685777187,0.498685777187,1.0,0.868047475815,0.0763221159577,0.0763221159577,1.0,"[[   0 3074]
 [   0  254]]"
False,264,same,sigmoid,sgd,3,76,0.0025,0.01,0.0001,"[1, 4, 8]",264,52,50,0.2,True,relu,tanh,128,9.95635128021,0.666861414909,0.711610257626,0.558174729347,9.9510641098,0.749399065971,0.160421535373,0.539370059967,"[[2358  716]
 [ 118  136]]"
False,254,same,sigmoid,sgd,2,68,0.01,0.1,0.001,"[1, 8]",274,70,50,0.0,False,tanh,relu,256,4.81671237946,0.658105492592,0.648633599281,0.685731112957,4.8167924881,0.616628944874,0.129788905382,0.697479009628,"[[1851 1223]
 [ 103  151]]"
False,158,same,sigmoid,sgd,2,78,0.005,0.1,0.1,"[1, 2]",266,70,50,0.001,True,tanh,tanh,64,22.5230293274,0.49866142869,0.49866142869,1.0,22.5276851654,0.0748197138309,0.0748197138309,1.00000011921,"[[   0 3074]
 [   0  254]]"
True,232,same,sigmoid,adam,1,78,0.005,0.01,0.0,[1],264,58,50,0.2,False,relu,tanh,256,0.272329330444,0.941162109375,0.956369698048,0.924150466919,1.34105241299,0.786057710648,0.224759623408,0.736220479012,"[[2428  646]
 [  68  186]]"
False,286,same,sigmoid,adam,2,66,0.0025,0.01,0.0001,"[1, 8]",292,54,50,0.01,True,relu,tanh,128,0.439961403608,0.822429955006,0.786776185036,0.883308947086,0.55068987608,0.749399065971,0.217898830771,0.881889760494,"[[2251  823]
 [  46  208]]"
False,204,same,sigmoid,adam,2,66,0.01,0.0001,0.1,"[1, 2]",252,58,50,0.0,True,relu,relu,64,61.9386177063,0.498174667358,0.498174667358,1.0,62.0299949646,0.0754206776619,0.0754206776619,1.0,"[[   0 3074]
 [   0  254]]"
False,248,same,sigmoid,sgd,2,68,0.01,0.001,0.1,"[1, 2]",258,46,50,0.1,False,relu,relu,256,22.6191558838,0.503125011921,0.0,0.0,22.6186389923,0.920372605324,0.0,0.0,"[[3074    0]
 [ 254    0]]"
False,262,same,sigmoid,sgd,1,78,0.0001,0.0,0.0,[1],284,64,50,0.001,False,relu,relu,256,0.693164944649,0.496020525694,0.475236058235,0.120965369046,0.692313492298,0.779682934284,0.0561122260988,0.117647066712,"[[2599  475]
 [ 225   29]]"
True,154,same,sigmoid,adam,3,60,0.01,0.1,0.001,"[1, 8, 16]",274,66,50,0.01,True,relu,relu,256,36.7986717224,0.498584002256,0.498584002256,1.0,36.9254150391,0.0812034904957,0.0812034904957,1.0,"[[   0 3074]
 [   0  254]]"
True,228,same,sigmoid,sgd,3,78,0.005,0.0001,0.01,"[1, 4, 8]",252,48,50,0.2,False,relu,tanh,48,1.62422430515,0.9140868783,0.937474250793,0.886871695518,1.84992527962,0.842995166779,0.294832825661,0.776000022888,"[[2598  464]
 [  61  189]]"
True,236,same,sigmoid,sgd,3,76,0.005,0.0,0.0,"[1, 8, 16]",286,74,50,0.001,False,tanh,relu,256,,,,,,,,,
True,200,same,sigmoid,sgd,2,62,0.005,0.1,0.001,"[1, 8]",254,62,50,0.0,False,tanh,relu,64,0.185400396585,0.962495148182,0.968501210213,0.95588093996,0.40036970377,0.865384638309,0.348909676075,0.881889760494,"[[2622  452]
 [  66  188]]"
False,264,same,sigmoid,sgd,3,72,0.005,0.1,0.0,"[1, 2, 4]",264,46,50,0.0,False,tanh,tanh,64,8.82191848755,0.498685777187,0.498685777187,1.0,8.8336315155,0.0757211595774,0.0757211595774,1.0,"[[   0 3074]
 [   0  254]]"
False,254,same,sigmoid,adam,1,60,0.01,0.0001,0.001,[1],254,70,50,0.0,True,relu,relu,48,0.502202868462,0.800817787647,0.762948691845,0.871303141117,0.658008098602,0.707729458809,0.185314685106,0.8548386693,"[[2103  959]
 [  61  189]]"
True,170,same,sigmoid,sgd,2,78,0.005,0.01,0.0,"[1, 8]",278,62,50,0.2,False,tanh,relu,128,1.2500629425,0.896174132824,0.948970556259,0.836798489094,1.25888252258,0.873798131943,0.34398496151,0.720472455025,"[[2696  378]
 [ 103  151]]"
False,230,same,sigmoid,sgd,3,66,0.0001,0.0,0.0,"[1, 2, 4]",260,58,50,0.001,True,tanh,tanh,128,0.692463874817,0.589247465134,0.731810569763,0.278330892324,0.690515220165,0.841876327991,0.166246861219,0.270491808653,"[[2720  354]
 [ 186   68]]"
True,176,same,sigmoid,sgd,1,76,0.01,0.0001,0.1,[1],276,42,50,0.0,False,relu,tanh,256,0.93023365736,0.645947277546,0.6990852952,0.508960962296,0.924625754356,0.748197138309,0.144230768085,0.487804919481,"[[2356  718]
 [ 141  113]]"
True,246,same,sigmoid,sgd,2,68,0.005,0.001,0.01,"[1, 1]",298,50,50,0.001,True,relu,tanh,48,0.753639638424,0.498685777187,0.498685777187,1.0,0.757106244564,0.0754830911756,0.0754830911756,1.0,"[[   0 3052]
 [   0  247]]"
True,200,same,sigmoid,sgd,1,74,0.0001,0.01,0.1,[1],296,74,50,0.01,True,tanh,relu,64,17.7795410156,0.512144684792,0.51707726717,0.328794538975,17.7785701752,0.676382243633,0.0744570791721,0.283464550972,"[[2187  887]
 [ 181   73]]"
True,266,same,sigmoid,sgd,1,66,0.0001,0.1,0.0001,[1],266,62,50,0.0,True,tanh,relu,64,1.00683188438,0.631425261497,0.709075212479,0.441514074802,1.0042642355,0.776442348957,0.149999991059,0.41338583827,"[[2480  594]
 [ 150  104]]"
False,160,same,sigmoid,sgd,2,76,0.01,0.01,0.0001,"[1, 1]",296,42,50,0.01,False,tanh,tanh,256,0.746492028236,0.727075219154,0.759561896324,0.662227034569,0.707260727882,0.768930315971,0.1875,0.626506090164,"[[2187  674]
 [ 128  102]]"
True,254,same,sigmoid,sgd,3,74,0.0025,0.0,0.001,"[1, 2, 4]",254,48,50,0.0,False,tanh,relu,128,13.3524866104,0.911604404449,0.937535703182,0.881425440311,13.4295415878,0.862079381943,0.326829254627,0.817073225975,"[[2666  408]
 [  44  210]]"
True,204,same,sigmoid,sgd,3,62,0.01,0.0001,0.0001,"[1, 1, 1]",252,50,50,0.1,True,tanh,relu,64,,,,,,,,,
True,234,same,sigmoid,adam,5,78,0.0001,0.001,0.0,"[1, 4, 8, 8, 8]",254,72,50,0.001,True,relu,relu,128,0.222586289048,0.92963886261,0.960393488407,0.895851671696,0.292853146791,0.910757243633,0.452954053879,0.814960598946,"[[2764  310]
 [ 102  152]]"
True,234,same,sigmoid,adam,4,78,0.0001,0.001,0.0,"[1, 4, 8, 8]",254,72,50,0.001,True,relu,relu,128,0.229020342231,0.919611632824,0.939183294773,0.896876573563,0.322755396366,0.890625059605,0.3966165483,0.830708682537,"[[2708  366]
 [  84  170]]"
True,234,same,sigmoid,adam,2,78,0.0001,0.001,0.0,"[1, 4]",254,72,50,0.001,True,relu,relu,128,0.187839344144,0.937938153744,0.96023607254,0.913372397423,0.263246387243,0.904146671295,0.431865811348,0.811023592949,"[[2800  274]
 [  60  194]]"
True,234,same,sigmoid,adam,3,78,0.001,0.001,0.0,"[1, 4, 8]",254,72,50,0.001,True,relu,relu,128,,,,,,,,,
True,234,same,sigmoid,adam,5,78,0.0001,0.001,0.0,"[1, 4, 8, 8, 8]",254,72,50,0.001,True,relu,relu,128,,,,,,,,,
True,234,same,sigmoid,adam,3,78,0.001,0.001,0.0,"[1, 4, 8]",254,72,50,0.001,True,relu,relu,128,0.15647007525,0.949182271957,0.963900327682,0.933040559292,0.36296838522,0.896334171295,0.413662225008,0.858267724514,"[[2695  379]
 [ 110  144]]"
True,234,same,sigmoid,adam,3,78,1e-05,0.001,0.0,"[1, 4, 8]",254,72,50,0.001,True,relu,relu,128,0.316947102547,0.891793251038,0.906177222729,0.873450517654,0.338739365339,0.876802921295,0.365979373455,0.83858269453,"[[2657  417]
 [  92  162]]"
True,234,same,sigmoid,adam,3,78,0.0001,0.001,0.0,"[1, 4, 8]",254,72,50,0.001,True,relu,relu,64,0.216943621635,0.922434806824,0.919507324696,0.925475895405,0.343356847763,0.875600993633,0.370129883289,0.897637784481,"[[2678  396]
 [  33  221]]"
True,234,same,sigmoid,adam,3,78,0.0001,0.001,0.0,"[1, 4, 8]",254,72,50,0.001,True,relu,relu,256,0.207817539573,0.929858386517,0.959710836411,0.896973848343,0.262323558331,0.909855782986,0.457805931568,0.834615409374,"[[2823  251]
 [  45  209]]"
True,234,same,sigmoid,sgd,3,78,0.0001,0.001,0.0,"[1, 4, 8]",254,72,50,0.001,True,relu,relu,128,1.23918151855,0.617722988129,0.675009131432,0.450170844793,1.23889565468,0.754807710648,0.142493635416,0.440944880247,"[[2397  677]
 [ 143  111]]"
True,234,same,sigmoid,adam,3,78,0.0001,0.001,0.0,"[1, 4, 8]",254,68,50,0.001,True,relu,relu,128,0.197427362204,0.933825016022,0.942835748196,0.923279702663,0.303180932999,0.892127454281,0.404021918774,0.870078742504,"[[2683  391]
 [  93  161]]"
True,234,same,sigmoid,adam,3,78,0.0001,0.001,0.0,"[1, 4, 8]",254,70,50,0.001,True,relu,relu,128,0.217530712485,0.923237979412,0.942109525204,0.901464164257,0.282016277313,0.896334171295,0.413001894951,0.850393712521,"[[2759  315]
 [  45  209]]"
True,234,same,sigmoid,adam,3,78,0.0001,0.001,0.0,"[1, 4, 8]",254,74,50,0.001,True,relu,relu,128,0.213649794459,0.927545785904,0.944921433926,0.907613515854,0.300644367933,0.900240421295,0.422924906015,0.842519700527,"[[2784  290]
 [  41  213]]"
True,234,same,sigmoid,adam,3,78,0.0001,0.001,0.0,"[1, 4, 8]",254,72,50,0.001,True,relu,tanh,128,,,,,,,,,
True,234,same,sigmoid,adam,3,80,0.0001,0.001,0.0,"[1, 4, 8]",254,74,50,0.001,True,relu,relu,256,0.245364814997,0.91257327795,0.911418378353,0.913426697254,0.308203905821,0.879507243633,0.371859282255,0.895161271095,"[[2670  404]
 [  54  200]]"
True,234,same,sigmoid,adam,3,82,0.0001,0.001,0.0,"[1, 4, 8]",254,74,50,0.001,True,relu,relu,256,,,,,,,,,
True,234,same,sigmoid,adam,3,82,0.0001,0.001,0.0,"[1, 4, 8]",254,74,50,0.001,True,relu,relu,256,0.264342278242,0.904980480671,0.909604549408,0.898736655712,0.304272681475,0.87738597393,0.370705246925,0.868644058704,"[[2697  377]
 [  33  221]]"
True,234,same,sigmoid,adam,3,78,0.0001,0.001,0.0,"[1, 4, 8]",254,68,50,0.001,True,relu,relu,256,0.234183475375,0.919140636921,0.918255627155,0.91969448328,0.305905163288,0.873798131943,0.355960249901,0.873983800411,"[[2667  407]
 [  55  199]]"
True,234,same,sigmoid,adam,3,78,0.0001,0.001,0.0,"[1, 4, 8]",254,70,50,0.001,True,relu,relu,256,0.275918632746,0.897021472454,0.925704061985,0.862697124481,0.267892986536,0.899338960648,0.431372523308,0.830188691616,"[[2703  371]
 [ 117  137]]"
True,234,same,sigmoid,adam,3,78,0.0001,0.001,0.0,"[1, 4, 8]",254,72,50,0.001,True,relu,relu,256,0.248068168759,0.910253942013,0.913481533527,0.905787885189,0.313237518072,0.878004848957,0.37209302187,0.888888955116,"[[2677  397]
 [  53  201]]"
True,234,same,sigmoid,adam,5,78,0.0001,0.001,0.0,"[1, 4, 8, 8, 8]",254,74,50,0.001,True,relu,relu,256,0.241724401712,0.920141637325,0.92547762394,0.913377761841,0.300650268793,0.887019276619,0.397548139095,0.876447856426,"[[2442  419]
 [ 119  111]]"
True,234,same,sigmoid,adam,4,78,0.0001,0.001,0.0,"[1, 4, 8, 8]",254,74,50,0.001,True,relu,relu,256,0.269126772881,0.904736340046,0.919204235077,0.886886715889,0.295543193817,0.886117815971,0.386980116367,0.842519700527,"[[2736  338]
 [  39  215]]"
True,234,same,sigmoid,adam,3,78,0.001,0.001,0.0,"[1, 4, 8]",254,74,50,0.001,True,relu,relu,256,0.225706025958,0.91748046875,0.948757112026,0.882136940956,0.240901499987,0.906850993633,0.44421055913,0.821011662483,"[[2698  376]
 [ 163   91]]"
True,234,same,sigmoid,adam,3,78,1e-05,0.001,0.0,"[1, 4, 8]",254,74,50,0.001,True,relu,relu,256,0.298745602369,0.900073230267,0.914883852005,0.881598293781,0.348652780056,0.869591355324,0.357377052307,0.838461518288,"[[2582  492]
 [ 152  102]]"
True,234,same,sigmoid,adam,3,78,0.0001,0.001,0.0,"[1, 4, 8]",254,74,50,0.001,True,relu,relu,512,0.229808524251,0.920019567013,0.93482452631,0.902507126331,0.27870374918,0.8935546875,0.398374021053,0.863436102867,"[[2547  298]
 [  33  194]]"
True,234,same,sigmoid,adam,3,78,0.0001,0.001,0.0,"[1, 4, 8]",254,74,50,0.001,True,tanh,relu,256,,,,,,,,,
