meier_load,activation,batch_size,dropout_T_bn_F,dropout_rate,epochs,growth_sequence,l1_r,l2_r,learning_rate,num_layers,optimizer,output_layer_activation,units,use_layerwise_dropout_batchnorm,train_loss,train_accuracy,train_precision,train_recall,train_f1,val_loss,val_accuracy,val_precision,val_recall,val_f1,confusion_matrix
0.0,relu,64,False,0.1,50,[1],0.001,0.0,0.01,1,rmsprop,sigmoid,200,False,19.0839519501,0.49284151446,0.492842,1.0,0.660273,19.0601577759,0.516398514851,0.516399,1.0,0.681085,"[[   0 3126]
 [   0 3338]]"
0.0,relu,64,False,0.1,50,[1],0.0001,0.0,0.01,1,rmsprop,sigmoid,200,False,2.54925203323,0.553652968037,0.640304,0.215268,0.32221,2.54428863525,0.528774752475,0.648676,0.190833,0.294907,"[[2781  345]
 [2701  637]]"
0.0,tanh,64,False,0.1,50,[1],0.0,0.0,0.01,1,rmsprop,sigmoid,200,False,0.61756247282,0.641980593607,0.675326,0.526854,0.591922,0.747922241688,0.54192450495,0.584643,0.390054,0.467925,"[[2201  925]
 [2036 1302]]"
0.0,sigmoid,64,False,0.1,50,[1],0.0,0.0,0.01,1,rmsprop,sigmoid,200,False,0.289883524179,0.865772450533,0.919724,0.79723,0.854107,0.653460204601,0.795792079208,0.859075,0.723188,0.785296,"[[2730  396]
 [ 924 2414]]"
0.0,softmax,64,False,0.1,50,[1],0.0,0.0,0.01,1,rmsprop,sigmoid,200,False,,,,,,,,,,,
0.0,relu,64,False,0.1,50,"[1, 1]",0.0,0.0,0.001,2,rmsprop,sigmoid,200,False,,,,,,,,,,,
0.0,relu,64,False,0.1,50,"[1, 1, 1]",0.0,0.0,0.001,3,rmsprop,sigmoid,200,False,,,,,,,,,,,
0.0,relu,64,False,0.1,50,"[1, 1, 1, 1]",0.0,0.0,0.001,4,rmsprop,sigmoid,200,False,0.0506411455572,0.981521118721,0.987248,0.9751,0.981137,6.57122564316,0.830445544554,0.864671,0.796285,0.82907,"[[2710  416]
 [ 680 2658]]"
0.0,relu,32,False,0.1,50,[1],0.0,0.0,0.001,1,rmsprop,sigmoid,200,False,0.0459992624819,0.988379277567,0.987387,0.989053,0.988219,1.84283208847,0.870073891626,0.901246,0.840537,0.869833,"[[2832  309]
 [ 535 2820]]"
0.0,relu,128,False,0.1,50,[1],0.0,0.0,0.001,1,rmsprop,sigmoid,200,False,0.102020375431,0.973894817073,0.981954,0.964781,0.973292,1.11713397503,0.87515625,0.906667,0.844848,0.874667,"[[2813  287]
 [ 512 2788]]"
0.0,relu,256,False,0.1,50,[1],0.0,0.0,0.001,1,rmsprop,sigmoid,200,False,,,,,,,,,,,
0.0,relu,64,False,0.1,50,"[1, 1]",0.0,0.0,0.001,2,rmsprop,sigmoid,200,False,,0.959950532725,0.971332,0.946678,0.958847,1.40202224255,0.816058168317,0.825507,0.816357,0.820907,"[[2550  576]
 [ 613 2725]]"
0.0,relu,64,False,0.1,50,"[1, 1, 1]",0.0,0.0,0.001,3,rmsprop,sigmoid,200,False,,,,,,,,,,,
0.0,relu,64,False,0.1,50,"[1, 1, 1, 1]",0.0,0.0,0.001,4,rmsprop,sigmoid,200,False,0.0711997896433,0.978881278539,0.982909,0.974087,0.978478,3.57449126244,0.830909653465,0.850453,0.816058,0.8329,"[[2647  479]
 [ 614 2724]]"
0.0,relu,32,False,0.1,50,[1],0.0,0.0,0.001,1,rmsprop,sigmoid,200,False,0.217785596848,0.980489543726,0.984999,0.975262,0.980106,1.37089574337,0.871613300493,0.905958,0.83845,0.870898,"[[2849  292]
 [ 542 2813]]"
0.0,relu,128,False,0.1,50,[1],0.0,0.0,0.001,1,rmsprop,sigmoid,200,False,0.160088628531,0.951195693598,0.980968,0.918837,0.948886,1.00816905499,0.8634375,0.901922,0.824848,0.861665,"[[2804  296]
 [ 578 2722]]"
0.0,relu,256,False,0.1,50,[1],0.0,0.0,0.001,1,rmsprop,sigmoid,200,False,,,,,,,,,,,
,relu,64,False,0.1,50,[1],0.0,0.0,0.001,1,rmsprop,sigmoid,200,False,,,,,,,,,,,
