optimizer,num_channels,learning_rate,epochs,batch_size,use_residuals,use_bottleneck,shortcut_activation,reg_shortcut,reg_module,output_activation,num_filters,nr_modules,module_output_activation,module_activation,l2_r,l1_r,kernel_size,bottleneck_size,train_loss,train_accuracy,train_precision,train_recall,val_loss,val_accuracy,val_precision,val_recall,train_f1,val_f1
adam,3.0,0.01,75,512,True,False,softmax,False,True,sigmoid,28,1,softmax,sigmoid,0.1,0.0,20,30,0.960325717926,1.0,0.507741212845,2.89603249257e-05,0.960420668125,0.0,0.507089138031,0.0,5.79173463867e-05,0.0
rmsprop,3.0,0.001,100,1024,True,False,tanh,True,True,sigmoid,30,12,softmax,tanh,0.01,0.0,50,30,0.761530280113,0.493635982275,0.496596395969,0.89306563139,0.761580407619,0.494328767061,0.498197108507,0.892147898674,0.638274868538,0.639360016664
rmsprop,3.0,0.01,75,256,False,False,relu,False,False,sigmoid,44,6,sigmoid,relu,0.0001,0.01,50,32,0.69647192955,0.333333343267,0.507897734642,2.8865861168e-05,0.69673293829,1.0,0.507670462132,0.000144237710629,5.77284413976e-05,0.000288393483821
sgd,3.0,0.001,75,512,False,True,relu,True,True,sigmoid,42,6,tanh,softmax,0.01,0.0001,40,26,8.61329555511,0.0,0.508268713951,0.0,8.61332035065,0.0,0.507089138031,0.0,0.0,0.0
rmsprop,3.0,0.001,100,128,True,True,relu,True,False,sigmoid,36,1,tanh,softmax,0.01,0.01,50,32,0.671777367592,0.537253022194,0.543892025948,0.525308251381,0.680952608585,0.517323076725,0.524218738079,0.503966510296,0.534438636332,0.513893169502
rmsprop,3.0,0.001,75,128,False,False,softmax,True,False,sigmoid,34,6,sigmoid,softmax,0.0001,0.0,50,42,0.710260093212,0.491903394461,0.491903394461,1.0,0.710116326809,0.492400556803,0.492400556803,1.0,0.659430625719,0.659877208647
adam,3.0,0.001,100,512,False,True,relu,True,True,sigmoid,24,9,tanh,relu,0.0001,0.0,40,34,0.693626582623,0.529558539391,0.56053262949,0.953708827496,0.705494165421,0.526496291161,0.554036438465,0.946287035942,0.706076186698,0.698885951066
rmsprop,3.0,0.01,75,256,False,True,softmax,False,True,sigmoid,36,9,tanh,softmax,0.001,0.01,30,42,48.1135673523,0.0,0.507713079453,0.0,48.113658905,0.0,0.507599413395,0.0,0.0,0.0
sgd,3.0,0.001,100,128,True,True,tanh,True,False,sigmoid,34,12,sigmoid,relu,0.01,0.001,30,26,1.07707369328,0.509415388107,0.525653421879,0.970060050488,1.07911348343,0.508975207806,0.524431824684,0.969277381897,0.68183565153,0.680614277228
rmsprop,3.0,0.01,100,1024,True,False,softmax,True,True,sigmoid,40,9,relu,tanh,0.01,0.1,40,26,4258.6875,0.0,0.50768327713,0.0,4258.68798828,0.0,0.508263230324,0.0,0.0,0.0
adam,3.0,0.001,100,512,True,True,softmax,True,False,sigmoid,36,9,tanh,linear,0.0,0.0001,50,42,0.802920460701,0.0,0.508012115955,0.0,0.80302464962,0.0,0.507089138031,0.0,0.0,0.0
sgd,3.0,0.01,75,1024,True,True,softmax,True,False,sigmoid,44,21,tanh,relu,0.01,0.1,50,42,63.4832191467,0.0,0.50817155838,0.0,63.4832725525,0.0,0.508263230324,0.0,0.0,0.0
adam,3.0,0.01,75,1024,True,True,tanh,False,True,sigmoid,26,24,softmax,linear,0.01,0.1,60,34,314.098632812,0.462684094906,0.502053678036,0.0817018300295,314.098114014,0.463478267193,0.501953125,0.081423766911,0.140533849195,0.140118385959
rmsprop,3.0,0.001,75,128,True,True,softmax,True,True,sigmoid,26,12,relu,tanh,0.01,0.01,30,28,7.16660022736,0.0,0.508195996284,0.0,7.16654157639,0.0,0.507599413395,0.0,0.0,0.0
sgd,3.0,0.1,75,128,True,True,sigmoid,False,True,sigmoid,34,24,softmax,softmax,0.01,0.01,30,36,9.89223575592,0.492000460625,0.492159098387,0.998180687428,9.89219093323,0.492420464754,0.492471605539,0.99798065424,0.659264030696,0.659500674196
sgd,3.0,0.1,75,128,True,True,sigmoid,True,False,sigmoid,28,15,sigmoid,linear,0.1,0.001,50,26,0.943418085575,0.0,0.508082389832,0.0,0.943577587605,0.0,0.507599413395,0.0,0.0,0.0
sgd,3.0,0.1,75,256,False,False,tanh,True,False,sigmoid,34,9,sigmoid,relu,0.0001,0.001,50,28,0.68232601881,0.526830792427,0.553636372089,0.917899906635,0.682492911816,0.525171518326,0.550852298737,0.916342139244,0.690683310494,0.688074001325
adam,3.0,0.01,100,512,False,True,tanh,False,False,sigmoid,36,9,tanh,softmax,0.001,0.0,30,42,0.692903161049,0.0,0.50795507431,0.0,0.692943453789,0.0,0.507089138031,0.0,0.0,0.0
adam,3.0,0.01,100,512,False,True,relu,False,False,sigmoid,28,27,softmax,tanh,0.001,0.01,40,40,0.692824780941,0.0,0.50782674551,0.0,0.692853033543,0.0,0.507089138031,0.0,0.0,0.0
rmsprop,3.0,0.001,100,1024,True,True,softmax,True,False,sigmoid,38,21,linear,relu,0.001,0.1,20,26,52.7138977051,0.0,0.507984817028,0.0,52.7139625549,0.0,0.508263230324,0.0,0.0,0.0
sgd,3.0,0.001,100,512,True,False,softmax,True,True,sigmoid,26,21,relu,sigmoid,0.01,0.01,40,36,4.92373657227,0.0,0.50795507431,0.0,4.9237704277,0.0,0.507089138031,0.0,0.0,0.0
adam,3.0,0.001,100,512,False,False,sigmoid,True,False,sigmoid,26,18,relu,relu,0.001,0.001,20,28,0.694920420647,0.0,0.508183181286,0.0,0.692997694016,0.0,0.507089138031,0.0,0.0,0.0
adam,3.0,0.001,75,256,False,False,sigmoid,False,False,sigmoid,26,21,linear,sigmoid,0.01,0.001,40,28,0.684620022774,0.517345070839,0.532471597195,0.74962490797,0.684446036816,0.516455173492,0.531178951263,0.751478433609,0.622658232724,0.622410210192
rmsprop,3.0,0.01,75,512,False,True,softmax,False,False,sigmoid,34,12,tanh,softmax,0.001,0.0001,20,30,0.693113446236,0.0,0.507541656494,0.0,0.69306999445,0.0,0.507089138031,0.0,0.0,0.0
adam,3.0,0.001,100,1024,True,True,sigmoid,True,True,sigmoid,40,1,linear,relu,0.001,0.0001,60,38,0.730862259865,0.566993892193,0.522446572781,0.124740973115,0.739120483398,0.530129134655,0.514573335648,0.112893372774,0.201396007394,0.185163351684
sgd,3.0,0.001,100,512,True,True,softmax,True,True,sigmoid,26,15,relu,linear,0.0001,0.0001,40,40,5.94631004333,0.375796169043,0.506928622723,0.00341949681751,5.94632768631,0.428571432829,0.506365716457,0.00440270034596,0.00679317017439,0.00872950026544
adam,3.0,0.001,100,256,False,True,tanh,False,False,sigmoid,34,12,relu,tanh,0.1,0.001,40,32,0.683991491795,0.0,0.508053958416,0.0,0.684827744961,0.0,0.507599413395,0.0,0.0,0.0
sgd,3.0,0.1,100,256,True,False,tanh,False,True,sigmoid,30,6,linear,relu,0.01,0.1,50,26,7665.99462891,0.494668215513,0.497471600771,0.985566675663,7665.97900391,0.49518430233,0.498153418303,0.986297428608,0.661198621235,0.661965246672
sgd,3.0,0.01,75,128,True,True,relu,True,True,sigmoid,28,12,relu,sigmoid,0.01,0.0,30,40,0.733789026737,0.533579826355,0.567173302174,0.954376161098,0.753869891167,0.526307284832,0.553835213184,0.939275920391,0.711507173276,0.696805573157
adam,3.0,0.01,75,512,False,True,sigmoid,False,False,sigmoid,26,27,tanh,sigmoid,0.0001,0.001,40,40,0.692735671997,0.0,0.507769703865,0.0,0.692798733711,0.0,0.507089138031,0.0,0.0,0.0
adam,3.0,0.01,100,512,True,False,sigmoid,True,False,sigmoid,44,12,linear,sigmoid,0.01,0.0001,50,38,0.961355745792,0.0,0.50765568018,0.0,0.961386978626,0.0,0.507089138031,0.0,0.0,0.0
adam,3.0,0.001,100,512,True,True,softmax,True,True,sigmoid,40,3,linear,relu,0.0001,0.1,40,30,16.5491428375,0.0,0.508026361465,0.0,16.5491371155,0.0,0.507089138031,0.0,0.0,0.0
sgd,3.0,0.01,100,512,False,True,relu,False,False,sigmoid,24,6,sigmoid,tanh,0.01,0.01,30,38,0.693074226379,0.0,0.507712721825,0.0,0.69306999445,0.0,0.507089138031,0.0,0.0,0.0
sgd,3.0,0.01,75,512,True,True,relu,True,False,sigmoid,24,27,sigmoid,softmax,0.01,0.001,40,30,0.744684755802,0.496160715818,0.500370681286,0.996001601219,0.74734711647,0.495643258095,0.498480916023,0.993395924568,0.666104291814,0.663846903416
rmsprop,3.0,0.001,100,512,True,False,relu,True,True,sigmoid,40,21,linear,tanh,0.0,0.0,30,34,0.681433916092,0.538743138313,0.509808421135,0.0255860444158,0.685438394547,0.452380955219,0.504774332047,0.0223070140928,0.0487266183946,0.0427258836653
rmsprop,3.0,0.01,75,512,False,False,tanh,False,True,sigmoid,34,12,sigmoid,tanh,0.001,0.1,20,40,1663.83361816,0.491973668337,0.491973668337,1.0,1663.83288574,0.492910891771,0.492910891771,1.0,0.659493768258,0.660335314704
sgd,3.0,0.1,100,256,True,True,softmax,False,False,sigmoid,24,9,softmax,tanh,0.1,0.01,40,30,0.69297760725,0.0,0.507755696774,0.0,0.692986488342,0.0,0.507599413395,0.0,0.0,0.0
sgd,3.0,0.001,75,1024,True,False,tanh,True,False,sigmoid,26,15,tanh,relu,0.01,0.0,60,30,5.75193595886,0.50041526556,0.508530557156,0.615582227707,5.75015592575,0.505554199219,0.515024065971,0.625725626945,0.556959012381,0.565003450929
adam,3.0,0.01,75,1024,True,True,sigmoid,True,False,sigmoid,28,6,linear,tanh,0.0001,0.01,40,30,8.84759426117,0.0,0.507740676403,0.0,8.84746170044,0.0,0.508263230324,0.0,0.0,0.0
adam,3.0,0.01,100,512,True,True,tanh,True,True,sigmoid,44,3,softmax,tanh,0.01,0.1,20,38,165.083740234,0.493943542242,0.496920615435,0.965276181698,165.083847046,0.495237380266,0.497974544764,0.961403012276,0.65608902333,0.65610742753
adam,3.0,0.01,100,128,True,False,tanh,True,False,sigmoid,42,21,tanh,relu,0.0,0.01,40,32,16.3732128143,0.521263420582,0.53681820631,0.716686367989,16.372674942,0.522456169128,0.538352251053,0.726525306702,0.613847445696,0.618441732817
rmsprop,3.0,0.001,100,512,True,True,sigmoid,True,True,sigmoid,26,27,tanh,softmax,0.01,0.0,20,42,0.69803828001,0.0,0.507869541645,0.0,0.698065817356,0.0,0.507089138031,0.0,0.0,0.0
adam,3.0,0.001,100,512,True,False,sigmoid,True,True,sigmoid,42,15,linear,relu,0.0001,0.0,40,42,0.88619107008,0.869565188885,0.510806322098,0.00695289392024,0.891938626766,0.592592597008,0.507450819016,0.00234810682014,0.0137190495561,0.00467458312926
adam,3.0,0.001,100,512,True,True,sigmoid,False,False,sigmoid,38,9,softmax,sigmoid,0.001,0.0001,40,36,0.695426523685,0.0,0.5076841712,0.0,0.695583760738,0.0,0.507089138031,0.0,0.0,0.0
sgd,3.0,0.001,75,128,True,True,sigmoid,True,True,sigmoid,32,15,linear,tanh,0.01,0.0,40,28,6.21436595917,0.529202997684,0.551946043968,0.809365689754,6.21686840057,0.528856158257,0.550994336605,0.80758690834,0.656317255655,0.655059554911
rmsprop,3.0,0.001,100,256,True,True,relu,True,False,sigmoid,40,15,tanh,softmax,0.01,0.1,20,42,53.545211792,0.894366204739,0.511079549789,0.00733171682805,53.5483894348,0.678571403027,0.509019911289,0.00548103265464,0.0144560536275,0.0108452852749
rmsprop,3.0,0.001,100,128,True,True,sigmoid,True,False,sigmoid,38,21,softmax,tanh,0.1,0.001,60,32,1.24523925781,0.491860806942,0.491860806942,1.0,1.24520778656,0.492400556803,0.492400556803,1.0,0.659392357053,0.659877208647
sgd,3.0,0.001,100,1024,True,False,relu,True,False,sigmoid,24,9,linear,sigmoid,0.01,0.0,60,30,3.59037542343,0.516167342663,0.528779864311,0.672904014587,3.60344314575,0.513430356979,0.525315523148,0.662847518921,0.592199162818,0.58612173387
rmsprop,3.0,0.001,75,256,True,False,relu,True,False,sigmoid,40,18,sigmoid,relu,0.01,0.01,60,40,5.54180622101,0.0,0.508082389832,0.0,5.54209852219,0.0,0.507599413395,0.0,0.0,0.0
adam,3.0,0.1,75,1024,True,True,tanh,True,True,sigmoid,40,24,sigmoid,sigmoid,0.001,0.001,50,30,50.7192878723,0.491957724094,0.491957724094,1.0,50.7192726135,0.491736769676,0.491736769676,1.0,0.659479442547,0.659280886108
sgd,3.0,0.01,100,128,True,True,softmax,True,True,sigmoid,44,9,sigmoid,relu,0.001,0.0001,60,32,0.731542050838,0.0,0.50799715519,0.0,0.731560528278,0.0,0.507599413395,0.0,0.0,0.0
adam,3.0,0.1,75,512,False,True,sigmoid,True,True,sigmoid,36,9,tanh,softmax,0.1,0.01,40,40,114.719528198,0.0,0.508040606976,0.0,114.719535828,0.0,0.507089138031,0.0,0.0,0.0
adam,3.0,0.01,75,512,True,True,tanh,True,True,sigmoid,28,24,sigmoid,tanh,0.0,0.01,60,38,44.9729003906,0.492244511843,0.492244511843,1.0,44.972858429,0.492910891771,0.492910891771,1.0,0.659737071152,0.660335314704
adam,3.0,0.1,75,256,True,True,relu,True,True,sigmoid,38,24,linear,tanh,0.001,0.1,30,42,3638.74487305,0.0,0.508167624474,0.0,3638.73974609,0.0,0.507599413395,0.0,0.0,0.0
adam,3.0,0.01,100,512,True,True,tanh,True,True,sigmoid,36,12,sigmoid,tanh,0.01,0.001,60,26,3.81949710846,0.0,0.508054852486,0.0,3.81957101822,0.0,0.507089138031,0.0,0.0,0.0
sgd,3.0,0.01,75,1024,True,True,sigmoid,False,True,sigmoid,26,18,tanh,linear,0.0001,0.01,30,34,1.23351264,0.527033269405,0.518583416939,0.199947401881,1.23309636116,0.527508080006,0.518479585648,0.199205622077,0.288615057725,0.287825490289
rmsprop,3.0,0.01,100,256,True,True,sigmoid,True,True,sigmoid,24,27,sigmoid,tanh,0.1,0.1,50,28,1222.5255127,0.0,0.507940351963,0.0,1222.52502441,0.0,0.507599413395,0.0,0.0,0.0
sgd,3.0,0.1,75,1024,True,True,sigmoid,False,True,sigmoid,32,3,softmax,softmax,0.0,0.01,30,42,2.75098896027,0.497335702181,0.506807208061,0.26983615756,2.75218915939,0.492068082094,0.504131615162,0.260617166758,0.352169131163,0.343603955502
adam,3.0,0.01,75,256,True,True,softmax,True,True,sigmoid,38,15,sigmoid,sigmoid,0.001,0.01,20,38,27.7648792267,0.0,0.507954537868,0.0,27.7649593353,0.0,0.507599413395,0.0,0.0,0.0
rmsprop,3.0,0.1,75,128,True,True,tanh,True,False,sigmoid,36,15,relu,tanh,0.0001,0.0001,40,42,6.12408304214,0.495184600353,0.499289780855,0.926586985588,6.12395763397,0.498070389032,0.504048287868,0.930765926838,0.648913600201,0.653953615765
adam,3.0,0.001,100,512,True,True,sigmoid,True,False,sigmoid,32,3,relu,linear,0.0,0.001,40,30,0.971119761467,0.583756327629,0.515824615955,0.0566289126873,0.986462831497,0.516295015812,0.508463561535,0.044173758477,0.102054003259,0.081285666922
sgd,3.0,0.01,100,512,True,False,sigmoid,True,True,sigmoid,30,21,linear,linear,0.01,0.1,60,34,1375.72265625,0.0,0.50779825449,0.0,1375.72363281,0.0,0.507089138031,0.0,0.0,0.0
sgd,3.0,0.001,100,128,False,True,tanh,True,True,sigmoid,34,3,sigmoid,softmax,0.01,0.001,60,36,0.767362415791,0.0,0.508053958416,0.0,0.767375588417,0.0,0.507599413395,0.0,0.0,0.0
sgd,3.0,0.01,75,256,True,False,softmax,True,True,sigmoid,32,3,tanh,linear,0.0001,0.0001,50,28,1.14356410503,0.522767186165,0.514090895653,0.146122545004,1.14370524883,0.544949471951,0.520241498947,0.155632480979,0.227563589016,0.23959044909
rmsprop,3.0,0.001,100,128,True,False,tanh,True,False,sigmoid,26,27,linear,softmax,0.0001,0.0001,30,34,1.4495922327,0.492603778839,0.501136362553,0.466320186853,1.44950938225,0.493849396706,0.501775562763,0.474830508232,0.483101804144,0.487931321669
sgd,3.0,0.1,100,512,True,False,softmax,False,False,sigmoid,34,27,tanh,sigmoid,0.1,0.0001,50,42,0.684908926487,0.535367965698,0.556013345718,0.737639844418,0.685564935207,0.53375685215,0.55244499445,0.72747284174,0.634076583983,0.627991451723
rmsprop,3.0,0.01,75,512,True,False,relu,False,False,sigmoid,24,1,softmax,sigmoid,0.01,0.001,20,26,0.693084955215,0.0,0.50766992569,0.0,0.693250894547,0.0,0.507089138031,0.0,0.0,0.0
adam,3.0,0.01,100,512,True,False,sigmoid,True,True,sigmoid,28,21,softmax,linear,0.01,0.01,40,26,192.335388184,0.0,0.507755458355,0.0,192.335418701,0.0,0.507089138031,0.0,0.0,0.0
sgd,3.0,0.001,100,128,True,False,sigmoid,False,True,sigmoid,40,27,sigmoid,linear,0.01,0.001,40,42,1.73398065567,0.498934179544,0.5059658885,0.979904711246,1.7344455719,0.498899310827,0.505468726158,0.980672121048,0.66735065349,0.667095704605
rmsprop,3.0,0.01,75,128,False,True,sigmoid,True,True,sigmoid,34,6,relu,relu,0.001,0.01,50,36,43.6394233704,0.0,0.508139193058,0.0,43.6330490112,0.0,0.507599413395,0.0,0.0,0.0
rmsprop,3.0,0.01,100,1024,False,True,relu,False,True,sigmoid,34,24,softmax,linear,0.001,0.0001,30,30,1.52309525013,0.0,0.508473098278,0.0,1.52309393883,0.0,0.508263230324,0.0,0.0,0.0
sgd,3.0,0.1,75,512,True,True,softmax,True,True,sigmoid,34,15,relu,relu,0.01,0.01,50,32,13.6005382538,0.0,0.50778400898,0.0,13.6005964279,0.0,0.507089138031,0.0,0.0,0.0
adam,3.0,0.01,100,512,False,True,tanh,False,False,sigmoid,36,1,relu,softmax,0.001,0.001,50,28,0.682132482529,0.524005532265,0.545192718506,0.836497843266,0.681550204754,0.525949656963,0.548104763031,0.843263864517,0.660137002904,0.664377407227
rmsprop,3.0,0.001,75,128,False,True,softmax,True,True,sigmoid,24,6,sigmoid,tanh,0.0,0.1,30,32,19.2629642487,0.491974443197,0.491974443197,1.0,19.26288414,0.492400556803,0.492400556803,1.0,0.659494464453,0.659877208647
adam,3.0,0.001,75,128,True,True,sigmoid,True,False,sigmoid,36,24,softmax,linear,0.01,0.01,40,40,1.84004914761,0.491889208555,0.491889208555,1.0,1.84001433849,0.492400556803,0.492400556803,1.0,0.659417878666,0.659877208647
sgd,3.0,0.001,75,256,True,False,relu,True,True,sigmoid,34,1,sigmoid,linear,0.01,0.01,30,26,1.37473022938,0.497706055641,0.506960213184,0.181576818228,1.37389862537,0.507728874683,0.510369300842,0.184768497944,0.267384957609,0.271313599341
adam,3.0,0.01,75,512,True,False,sigmoid,True,True,sigmoid,26,27,linear,relu,0.0,0.1,50,32,2325.71240234,0.0,0.5076841712,0.0,2325.7109375,0.0,0.507089138031,0.0,0.0,0.0
rmsprop,3.0,0.1,100,1024,True,True,tanh,True,True,sigmoid,24,27,softmax,softmax,0.01,0.1,20,40,6670.71875,0.492413699627,0.494844317436,0.835675954819,6670.71826172,0.492072016001,0.494966953993,0.839138388634,0.621605707306,0.622658134901
rmsprop,3.0,0.001,75,512,True,True,softmax,False,True,sigmoid,24,27,relu,softmax,0.01,0.01,20,40,6.23090744019,0.0,0.507983565331,0.0,6.23097753525,0.0,0.507089138031,0.0,0.0,0.0
rmsprop,3.0,0.01,75,1024,False,False,tanh,True,False,sigmoid,32,24,linear,tanh,0.1,0.001,20,36,0.693244457245,0.49310284853,0.499669700861,0.585039973259,0.693171560764,0.494005411863,0.501277029514,0.585395634174,0.538995374347,0.54008054936
adam,3.0,0.001,100,1024,True,False,relu,False,False,sigmoid,26,9,softmax,relu,0.0001,0.01,60,36,0.691090285778,0.5060557127,0.519229650497,0.978763103485,0.694749116898,0.502649247646,0.513296246529,0.970974624157,0.678511725496,0.671572338847
sgd,3.0,0.001,100,256,True,True,softmax,True,True,sigmoid,38,18,sigmoid,sigmoid,0.0001,0.01,60,38,0.897006332874,0.0,0.507698833942,0.0,0.897016763687,0.0,0.507599413395,0.0,0.0,0.0
sgd,3.0,0.1,75,256,True,True,sigmoid,False,True,sigmoid,28,21,relu,relu,0.001,0.0001,40,26,0.740485191345,0.499927550554,0.507798314095,0.996016263962,0.747643947601,0.496556222439,0.500852286816,0.987884044647,0.672656572201,0.664703308992
adam,3.0,0.01,100,512,True,True,relu,True,True,sigmoid,30,15,relu,tanh,0.0001,0.0,30,36,0.757135391235,1.0,0.508140385151,0.000318729726132,0.7576431036,0.5,0.507089138031,0.000146756676258,0.000637059858136,0.00029342843139
rmsprop,3.0,0.1,100,1024,True,True,tanh,True,True,sigmoid,24,27,tanh,softmax,0.01,0.0,40,42,63.137298584,0.0,0.507869958878,0.0,63.1371879578,0.0,0.508263230324,0.0,0.0,0.0
sgd,3.0,0.1,75,256,False,True,sigmoid,True,False,sigmoid,28,15,relu,linear,0.1,0.01,50,26,0.693433940411,0.493803620338,0.495994329453,0.987407565117,0.693217337132,0.494085401297,0.495951712132,0.988028287888,0.660304607874,0.660405559382
rmsprop,3.0,0.01,75,256,True,True,softmax,True,True,sigmoid,36,9,sigmoid,relu,0.1,0.0001,40,36,6.63047456741,0.0,0.508025586605,0.0,6.63051986694,0.0,0.507599413395,0.0,0.0,0.0
adam,3.0,0.1,75,128,False,True,tanh,False,True,sigmoid,28,9,tanh,softmax,0.001,0.0,40,32,0.705375671387,0.492017030716,0.492017030716,1.0,0.705333590508,0.492400556803,0.492400556803,1.0,0.65953272729,0.659877208647
rmsprop,3.0,0.01,100,128,False,False,sigmoid,True,True,sigmoid,40,15,tanh,tanh,0.0,0.1,60,32,6798.96484375,0.0,0.508053958416,0.0,6798.93701172,0.0,0.507599413395,0.0,0.0,0.0
rmsprop,3.0,0.001,100,512,True,False,softmax,False,True,sigmoid,30,21,linear,linear,0.0,0.1,20,36,340.59866333,0.0,0.507912278175,0.0,340.59866333,0.0,0.507089138031,0.0,0.0,0.0
rmsprop,3.0,0.001,100,256,False,True,relu,True,False,sigmoid,26,21,linear,sigmoid,0.0,0.0001,40,28,0.695726215839,0.4921875,0.4921875,1.0,0.695712029934,0.492400556803,0.492400556803,1.0,0.659685863874,0.659877208647
sgd,3.0,0.001,75,512,False,False,relu,False,False,sigmoid,44,18,linear,sigmoid,0.0001,0.001,50,38,0.693462729454,0.492607027292,0.493413537741,0.961751163006,0.693485975266,0.493292123079,0.494212955236,0.960522472858,0.652216265996,0.652630905544
sgd,3.0,0.01,100,512,False,True,softmax,False,False,sigmoid,24,18,sigmoid,softmax,0.0001,0.01,40,38,0.693006515503,0.0,0.507527351379,0.0,0.693051934242,0.0,0.507089138031,0.0,0.0,0.0
adam,3.0,0.001,75,512,True,False,relu,False,True,sigmoid,34,27,linear,softmax,0.01,0.001,60,40,4.93888664246,0.496224433184,0.500299394131,0.995395064354,4.9639172554,0.494064182043,0.495370358229,0.989433526993,0.665905452537,0.660203068686
adam,3.0,0.1,75,512,True,True,relu,True,True,sigmoid,34,9,sigmoid,relu,0.1,0.01,20,30,130.681488037,0.0,0.508097648621,0.0,130.681564331,0.0,0.507089138031,0.0,0.0,0.0
rmsprop,3.0,0.001,100,128,False,True,sigmoid,False,False,sigmoid,42,1,tanh,linear,0.01,0.0001,30,34,0.687173306942,0.563331663609,0.511619329453,0.0329974889755,0.688299000263,0.516908228397,0.508593738079,0.030866868794,0.0619964445167,0.0582014552414
adam,3.0,0.1,75,512,False,True,softmax,True,True,sigmoid,28,27,relu,tanh,0.01,0.0,20,40,0.728076338768,0.491674274206,0.491674274206,1.0,0.727978229523,0.492910891771,0.492910891771,1.0,0.659224715084,0.660335314704
adam,3.0,0.01,100,128,False,True,softmax,True,True,sigmoid,38,12,softmax,sigmoid,0.0,0.0,50,26,0.693903565407,0.0,0.508110821247,0.0,0.693958640099,0.0,0.507599413395,0.0,0.0,0.0
adam,3.0,0.01,100,1024,False,True,sigmoid,True,False,sigmoid,42,1,sigmoid,linear,0.01,0.01,40,40,0.680865108967,0.533497810364,0.531537234783,0.372771888971,0.684119582176,0.535853981972,0.533052861691,0.376718610525,0.438217715301,0.441453572738
sgd,3.0,0.01,100,512,True,False,sigmoid,True,True,sigmoid,38,12,sigmoid,linear,0.01,0.1,20,32,572.673034668,0.0,0.507527351379,0.0,572.672973633,0.0,0.507089138031,0.0,0.0,0.0
rmsprop,3.0,0.001,100,256,True,False,tanh,True,True,sigmoid,44,24,relu,tanh,0.0,0.0001,50,40,1.94428956509,0.0,0.507869303226,0.0,1.94428956509,0.0,0.507599413395,0.0,0.0,0.0
rmsprop,3.0,0.001,75,512,True,True,sigmoid,True,False,sigmoid,42,21,linear,softmax,0.1,0.0001,20,40,0.777314484119,0.49234431982,0.49234431982,1.0,0.777302861214,0.492910891771,0.492910891771,1.0,0.659826707927,0.660335314704
adam,3.0,0.001,100,128,False,False,tanh,True,True,sigmoid,24,6,linear,softmax,0.01,0.01,30,32,10.5313367844,0.0,0.508139193058,0.0,10.5314416885,0.0,0.507599413395,0.0,0.0,0.0
sgd,3.0,0.1,100,1024,False,False,softmax,False,True,sigmoid,36,18,linear,softmax,0.001,0.01,20,28,55.4675331116,0.0,0.508013546467,0.0,55.4675292969,0.0,0.508263230324,0.0,0.0,0.0
adam,3.0,0.01,75,512,True,True,relu,True,True,sigmoid,36,6,softmax,sigmoid,0.001,0.0001,50,32,1.22473323345,0.494688272476,0.497875809669,0.985561430454,1.22450852394,0.494833171368,0.496961802244,0.983856737614,0.661554371017,0.660363446721
rmsprop,3.0,0.01,100,128,True,True,sigmoid,False,True,sigmoid,34,12,linear,linear,0.0,0.0001,40,32,1.10710048676,0.493400603533,0.494971603155,0.994109690189,1.1070946455,0.493519514799,0.494744330645,0.994086265564,0.660885432198,0.660677642321
rmsprop,3.0,0.01,75,1024,False,True,tanh,False,True,sigmoid,32,1,sigmoid,relu,0.001,0.0,30,38,0.715955734253,0.507481217384,0.521369457245,0.895682394505,0.716493666172,0.508811354637,0.523587763309,0.899786114693,0.659088717622,0.661972242894
rmsprop,3.0,0.01,75,256,True,False,softmax,True,True,sigmoid,30,24,sigmoid,linear,0.1,0.0001,60,38,86.7115020752,0.0,0.507911920547,0.0,86.7116622925,0.0,0.507599413395,0.0,0.0,0.0
rmsprop,3.0,0.01,100,512,False,False,sigmoid,True,False,sigmoid,36,27,softmax,sigmoid,0.001,0.01,20,36,0.692960202694,0.0,0.50778400898,0.0,0.692979574203,0.0,0.507089138031,0.0,0.0,0.0
sgd,3.0,0.1,75,256,False,True,softmax,False,False,sigmoid,36,1,tanh,tanh,0.0001,0.0001,30,36,0.67889380455,0.533134162426,0.545809686184,0.618298351765,0.679980456829,0.533970952034,0.546448886395,0.620077908039,0.579797095018,0.580939733134
adam,3.0,0.01,75,1024,False,True,sigmoid,False,True,sigmoid,32,12,softmax,tanh,0.0001,0.1,40,34,143.436538696,0.0,0.508056640625,0.0,143.436676025,0.0,0.508263230324,0.0,0.0,0.0
sgd,3.0,0.1,75,128,True,True,relu,True,True,sigmoid,30,1,linear,softmax,0.01,0.01,20,40,1.81317389011,0.344444453716,0.507457375526,0.000894738361239,1.81296694279,0.444444447756,0.507528424263,0.000576950842515,0.00178632710743,0.00115259143605
adam,3.0,0.001,75,1024,True,True,sigmoid,True,True,sigmoid,42,15,relu,tanh,0.001,0.1,60,28,40.1154212952,0.0,0.508487462997,0.0,40.1154022217,0.0,0.508263230324,0.0,0.0,0.0
adam,3.0,0.01,75,1024,False,True,softmax,True,True,sigmoid,32,6,sigmoid,softmax,0.01,0.0001,30,40,0.7682762146,0.0,0.507496535778,0.0,0.768110334873,0.0,0.508263230324,0.0,0.0,0.0
adam,3.0,0.001,100,128,True,False,relu,True,False,sigmoid,32,6,linear,tanh,0.0,0.001,20,34,1.03080022335,0.52788156271,0.530170440674,0.428196161985,1.04035079479,0.52422273159,0.526633501053,0.418289333582,0.473758053056,0.466250085453
