optimizer,num_channels,learning_rate,epochs,batch_size,use_residuals,use_bottleneck,shortcut_activation,reg_shortcut,reg_module,output_activation,num_filters,nr_modules,module_output_activation,module_activation,l2_r,l1_r,kernel_size,bottleneck_size,train_loss,train_accuracy,train_precision,train_recall,val_loss,val_accuracy,val_precision,val_recall,train_f1,val_f1
adam,3.0,0.001,100,512,True,True,softmax,True,False,sigmoid,24,1,softmax,tanh,0.001,0.0,40,30,0.675192892551,0.524364113808,0.547627449036,0.838869690895,0.676106750965,0.5234836936,0.54728192091,0.839261949062,0.662659958925,0.66252918725
adam,3.0,0.001,75,256,True,False,softmax,True,True,sigmoid,34,9,softmax,relu,0.0001,0.0,40,28,0.692973136902,0.0,0.509429454803,0.0,0.692891418934,0.0,0.510416686535,0.0,0.0,0.0
adam,3.0,0.01,75,1024,True,True,softmax,True,False,sigmoid,44,6,tanh,linear,0.01,0.0,60,36,0.851909279823,0.497473925352,0.505218982697,0.735045790672,0.852055549622,0.494614094496,0.50252276659,0.740359067917,0.598838400595,0.598684889827
sgd,3.0,0.1,75,512,True,True,softmax,True,False,sigmoid,40,3,relu,softmax,0.01,0.0,60,32,0.693453490734,0.988142311573,0.512919425964,0.0081507563591,0.693952798843,0.615384638309,0.51066082716,0.00132978719193,0.0160465189324,0.00265266670264
adam,3.0,0.001,75,128,False,True,sigmoid,True,True,sigmoid,44,21,linear,linear,0.0,0.01,40,32,3.62032437325,0.0,0.509378194809,0.0,3.62027478218,0.0,0.509664952755,0.0,0.0,0.0
adam,3.0,0.01,100,256,True,True,softmax,True,True,sigmoid,44,9,sigmoid,linear,0.01,0.0001,50,32,1.07759451866,0.0,0.509125232697,0.0,1.07743299007,0.0,0.510416686535,0.0,0.0,0.0
adam,3.0,0.01,100,128,True,False,tanh,True,True,sigmoid,28,9,relu,softmax,0.01,0.0001,40,28,2.42688202858,0.0,0.509234428406,0.0,2.42686700821,0.0,0.509664952755,0.0,0.0,0.0
adam,3.0,0.001,75,1024,False,True,sigmoid,False,False,sigmoid,38,1,tanh,linear,0.0001,0.0001,50,36,0.682016849518,0.541709423065,0.527487814426,0.241085708141,0.685709655285,0.526315808296,0.521809875965,0.232712760568,0.330924158959,0.321877199829
rmsprop,3.0,0.1,75,512,True,True,sigmoid,True,True,sigmoid,42,9,relu,linear,0.1,0.01,20,28,1308.18652344,0.0,0.508773028851,0.0,1308.18566895,0.0,0.510416686535,0.0,0.0,0.0
rmsprop,3.0,0.001,100,1024,False,True,sigmoid,True,False,sigmoid,30,6,softmax,sigmoid,0.01,0.0001,30,32,0.692646980286,0.0,0.508532941341,0.0,0.692586243153,0.0,0.510416686535,0.0,0.0,0.0
sgd,3.0,0.01,100,512,True,False,relu,False,False,sigmoid,28,12,tanh,softmax,0.0001,0.0,30,26,0.694444000721,0.491172254086,0.500368237495,0.467696219683,0.696634948254,0.486716449261,0.497965484858,0.465924203396,0.483480890948,0.481412291632
rmsprop,3.0,0.001,100,1024,False,True,relu,False,True,sigmoid,24,18,sigmoid,linear,0.0,0.0,40,30,0.693111240864,0.0,0.508628964424,0.0,0.693033874035,0.0,0.510416686535,0.0,0.0,0.0
adam,3.0,0.1,75,1536,True,True,softmax,True,True,sigmoid,32,15,relu,sigmoid,0.0001,0.01,60,32,291.859069824,0.490559905767,0.490559905767,1.0,291.859100342,0.489583343267,0.489583343267,1.0,0.658222328226,0.657342666297
rmsprop,3.0,0.01,75,1536,True,True,sigmoid,False,False,sigmoid,44,6,relu,softmax,0.01,0.0,40,32,0.739221215248,0.49174490571,0.493017584085,0.999137282372,0.740234375,0.490655362606,0.491780608892,0.999335110188,0.660242794093,0.659175706737
adam,3.0,0.001,100,1024,True,False,softmax,True,True,sigmoid,28,1,sigmoid,softmax,0.01,0.001,60,38,2.9809319973,0.714285731316,0.508965134621,0.000162999189342,2.9808371067,0.0,0.510416686535,0.0,0.000325894009139,0.0
rmsprop,3.0,0.001,100,1536,True,True,sigmoid,True,False,sigmoid,26,12,relu,tanh,0.01,0.0,50,38,0.721912443638,0.526607513428,0.54142254591,0.660792946815,0.722205400467,0.524060666561,0.54012042284,0.660738050938,0.595181482436,0.594371648703
adam,3.0,0.001,75,1536,True,True,softmax,True,False,sigmoid,26,21,relu,linear,0.1,0.1,50,30,10.4924287796,0.0,0.508593738079,0.0,10.492395401,0.0,0.510416686535,0.0,0.0,0.0
rmsprop,3.0,0.001,100,256,True,True,softmax,True,True,sigmoid,42,6,linear,sigmoid,0.001,0.01,60,28,10.8946676254,0.0,0.509109258652,0.0,10.8946409225,0.0,0.510416686535,0.0,0.0,0.0
rmsprop,3.0,0.01,100,1024,True,True,softmax,False,True,sigmoid,24,6,tanh,relu,0.01,0.0,60,26,0.914906680584,0.0,0.50838881731,0.0,0.914923369884,0.0,0.510416686535,0.0,0.0,0.0
adam,3.0,0.01,75,128,True,False,tanh,True,True,sigmoid,38,9,linear,linear,0.001,0.001,40,42,25.6229362488,0.0,0.509058654308,0.0,25.6228809357,0.0,0.509664952755,0.0,0.0,0.0
rmsprop,3.0,0.01,100,128,False,False,relu,False,True,sigmoid,40,3,sigmoid,tanh,0.0001,0.001,30,30,61.6970863342,0.0,0.509266376495,0.0,61.6969833374,0.0,0.509664952755,0.0,0.0,0.0
rmsprop,3.0,0.001,75,512,False,False,softmax,True,True,sigmoid,44,1,linear,relu,0.0,0.01,20,30,35.4044723511,0.769230782986,0.509285330772,0.000652188085951,35.40366745,0.5,0.510416686535,0.000166223398992,0.00130270793105,0.000332338567889
rmsprop,3.0,0.01,75,1024,True,True,relu,True,False,sigmoid,30,1,sigmoid,tanh,0.01,0.01,30,30,0.693015158176,0.499248832464,0.508949160576,0.444796293974,0.693684875965,0.489901810884,0.50154620409,0.439494669437,0.474715133614,0.468474620763
sgd,3.0,0.1,100,128,True,True,relu,True,True,sigmoid,34,21,relu,sigmoid,0.0,0.0001,30,26,0.769580841064,0.530394673347,0.56138163805,0.92786693573,0.81012403965,0.517832040787,0.54035115242,0.908672809601,0.699530581319,0.677700869978
sgd,3.0,0.01,75,128,True,True,relu,True,True,sigmoid,32,21,linear,sigmoid,0.01,0.1,30,34,117.061653137,0.0,0.509138524532,0.0,117.061676025,0.0,0.509664952755,0.0,0.0,0.0
rmsprop,3.0,0.01,75,1024,False,True,softmax,True,False,sigmoid,32,18,linear,tanh,0.0,0.01,20,30,0.694303929806,0.488940984011,0.498287022114,0.503573656082,0.694132506847,0.489652991295,0.499837249517,0.511303186417,0.500916390802,0.505505208348
adam,3.0,0.001,75,512,True,False,tanh,False,True,sigmoid,38,1,softmax,linear,0.01,0.01,30,34,15.0514183044,0.40000000596,0.509093225002,0.000130454631289,15.0513296127,0.0,0.510416686535,0.0,0.000260842421967,0.0
sgd,3.0,0.001,100,256,True,True,softmax,True,True,sigmoid,24,1,linear,tanh,0.0001,0.0,40,34,0.711237251759,0.505608916283,0.514120161533,0.451348781586,0.710877656937,0.50836622715,0.51765948534,0.449468076229,0.480693884874,0.481159719283
sgd,3.0,0.001,100,128,True,False,softmax,True,True,sigmoid,28,15,softmax,softmax,0.0,0.0001,60,40,8.33358478546,0.0,0.509202480316,0.0,8.3334903717,0.0,0.509664952755,0.0,0.0,0.0
sgd,3.0,0.001,100,512,True,True,softmax,True,True,sigmoid,30,12,softmax,tanh,0.1,0.1,20,30,7.49446773529,0.0,0.509109258652,0.0,7.49444007874,0.0,0.510416686535,0.0,0.0,0.0
adam,3.0,0.001,100,256,True,True,tanh,True,True,sigmoid,30,15,sigmoid,linear,0.0001,0.0001,30,42,0.936691224575,0.0,0.50918930769,0.0,0.936359345913,0.0,0.510416686535,0.0,0.0,0.0
rmsprop,3.0,0.01,75,1024,True,True,relu,True,False,sigmoid,40,21,softmax,sigmoid,0.0001,0.01,40,34,56.0080451965,0.0,0.508725047112,0.0,56.0079193115,0.0,0.510416686535,0.0,0.0,0.0
adam,3.0,0.001,75,128,True,False,sigmoid,True,True,sigmoid,40,6,relu,softmax,0.0001,0.01,60,40,37.7487373352,0.0,0.509250402451,0.0,37.7487182617,0.0,0.509664952755,0.0,0.0,0.0
rmsprop,3.0,0.01,100,128,True,True,sigmoid,True,False,sigmoid,40,15,tanh,sigmoid,0.1,0.0001,30,40,3.81990551949,0.0,0.509202480316,0.0,3.81971812248,0.0,0.509664952755,0.0,0.0,0.0
sgd,3.0,0.01,100,1024,True,True,relu,True,True,sigmoid,34,3,tanh,relu,0.0,0.1,50,36,68.2809371948,0.493173480034,0.50313782692,0.464460551739,68.2797012329,0.489294499159,0.50048828125,0.463430851698,0.483026176658,0.481247238521
rmsprop,3.0,0.1,75,1024,False,False,relu,True,True,sigmoid,34,3,relu,sigmoid,0.0001,0.0,30,32,3.20014643669,0.0,0.50859695673,0.0,3.19944381714,0.0,0.510416686535,0.0,0.0,0.0
adam,3.0,0.01,100,1024,True,True,softmax,False,False,sigmoid,40,21,sigmoid,sigmoid,0.001,0.001,20,40,0.693247318268,0.0,0.508677005768,0.0,0.693115234375,0.0,0.510416686535,0.0,0.0,0.0
sgd,3.0,0.1,75,512,True,True,sigmoid,True,False,sigmoid,30,21,linear,linear,0.01,0.01,40,38,4.973072052,0.504185378551,0.517097830772,0.951187670231,4.97239780426,0.505309343338,0.520263671875,0.957114338875,0.669974716222,0.674102114319
sgd,3.0,0.001,100,512,True,False,sigmoid,False,True,sigmoid,30,3,linear,sigmoid,0.001,0.1,60,32,99.8398590088,0.49042981863,0.502801597118,0.330082833767,99.8403244019,0.485220432281,0.500813782215,0.321974724531,0.398533505598,0.391958269344
adam,3.0,0.01,100,512,True,True,tanh,True,True,sigmoid,34,3,linear,sigmoid,0.01,0.1,40,38,148.048522949,0.478949815035,0.504770755768,0.100544631481,148.048233032,0.485893428326,0.507486999035,0.103058509529,0.167687756466,0.171324997047
adam,3.0,0.001,75,256,True,False,softmax,False,False,sigmoid,40,18,linear,tanh,0.01,0.0,60,40,0.69287109375,0.0,0.50918930769,0.0,0.69287109375,0.0,0.510416686535,0.0,0.0,0.0
rmsprop,3.0,0.1,75,1536,False,True,sigmoid,True,True,sigmoid,28,18,sigmoid,sigmoid,0.001,0.01,60,40,720.491821289,0.490478515625,0.490478515625,1.0,720.492248535,0.489583343267,0.489583343267,1.0,0.658149058149,0.657342666297
sgd,3.0,0.01,75,128,True,True,sigmoid,True,True,sigmoid,28,9,sigmoid,tanh,0.0,0.001,20,34,0.698660075665,0.0,0.509154498577,0.0,0.698616564274,0.0,0.509664952755,0.0,0.0,0.0
adam,3.0,0.001,100,128,False,False,tanh,True,False,sigmoid,24,21,softmax,relu,0.01,0.001,20,32,0.692820191383,0.0,0.509394168854,0.0,0.692795574665,0.0,0.509664952755,0.0,0.0,0.0
adam,3.0,0.1,100,1536,True,True,sigmoid,True,False,sigmoid,34,3,softmax,softmax,0.001,0.001,40,30,10.5487918854,0.496416449547,0.509179711342,0.0436672531068,10.5488576889,0.43814432621,0.504557311535,0.0423869676888,0.08043628983,0.0782041435429
rmsprop,3.0,0.01,100,128,True,False,sigmoid,True,True,sigmoid,44,6,sigmoid,relu,0.01,0.01,50,34,1393.95397949,0.49143949151,0.492251396179,0.997167408466,1393.95715332,0.491311728954,0.492348581553,0.9985216856,0.659125623378,0.659508404435
rmsprop,3.0,0.01,100,128,False,False,sigmoid,False,True,sigmoid,30,12,tanh,linear,0.0,0.001,20,32,22.4982814789,0.0,0.508914887905,0.0,22.4982280731,0.0,0.509664952755,0.0,0.0,0.0
adam,3.0,0.001,75,256,True,True,relu,False,True,sigmoid,38,9,softmax,linear,0.01,0.001,40,34,0.832412958145,0.498117744923,0.505523204803,0.984017729759,0.834826052189,0.493912160397,0.498616546392,0.977726042271,0.667915576925,0.660429884308
sgd,3.0,0.01,100,256,False,False,sigmoid,True,False,sigmoid,44,1,linear,linear,0.001,0.0001,20,40,0.684860467911,0.518136203289,0.527359783649,0.535113453865,0.694549560547,0.504746556282,0.51521807909,0.521442830563,0.531208326561,0.518311766203
adam,3.0,0.001,75,256,True,True,sigmoid,True,True,sigmoid,32,3,softmax,sigmoid,0.0001,0.1,40,42,16.2095527649,0.384030431509,0.508068621159,0.00329344253987,16.2097568512,0.285714298487,0.508463561535,0.00265957438387,0.006544462051,0.00529147114798
adam,3.0,0.01,75,128,True,False,sigmoid,True,True,sigmoid,30,15,tanh,linear,0.0,0.001,40,38,19.5742721558,0.0,0.509234428406,0.0,19.5743026733,0.0,0.509664952755,0.0,0.0,0.0
sgd,3.0,0.01,100,1024,True,True,relu,False,True,sigmoid,26,1,softmax,tanh,0.01,0.01,20,42,0.79091912508,0.627118647099,0.508837103844,0.00120540801436,0.79077321291,0.615384638309,0.51066082716,0.00132978719193,0.00240511843118,0.00265266670264
sgd,3.0,0.001,75,512,False,True,softmax,True,True,sigmoid,40,3,tanh,relu,0.0001,0.01,20,40,4.33627939224,0.571428596973,0.509429454803,0.000130531261675,4.33494329453,0.5,0.510416686535,0.000332446797984,0.000260995648357,0.000664460816483
sgd,3.0,0.001,75,128,True,False,softmax,True,False,sigmoid,42,3,relu,softmax,0.1,0.01,50,40,0.743243515491,0.596774220467,0.509713709354,0.00361281074584,0.743327021599,0.354838699102,0.50894010067,0.00180683308281,0.00717476730444,0.00360088235597
sgd,3.0,0.01,100,1536,True,False,sigmoid,True,True,sigmoid,42,18,tanh,softmax,0.001,0.0001,20,28,16.6476383209,0.500159323215,0.509456396103,0.468654632568,16.6479072571,0.497436791658,0.508056640625,0.467752665281,0.488204494431,0.487072312854
rmsprop,3.0,0.01,75,128,True,True,sigmoid,False,True,sigmoid,34,12,softmax,sigmoid,0.0,0.001,30,42,4.4118103981,0.499704450369,0.508819043636,0.963463485241,4.41299772263,0.49782961607,0.505557358265,0.960742473602,0.665943607322,0.662498100827
rmsprop,3.0,0.001,75,512,True,True,relu,False,False,sigmoid,30,1,relu,relu,0.01,0.01,20,42,0.682060837746,0.548450946808,0.524894356728,0.180747658014,0.690307617188,0.507832229137,0.512939453125,0.167054519057,0.268899594132,0.252028274228
adam,3.0,0.001,75,512,False,True,relu,True,False,sigmoid,40,18,linear,linear,0.0001,0.01,40,40,0.713546991348,0.368696779013,0.502241313457,0.0183441396803,0.726033508778,0.340136051178,0.502766907215,0.0166223403066,0.0353954754277,0.0321807302192
sgd,3.0,0.1,75,128,False,True,relu,True,True,sigmoid,28,3,sigmoid,sigmoid,0.0001,0.1,50,36,218.44303894,0.0,0.50928235054,0.0,218.442230225,0.0,0.509664952755,0.0,0.0,0.0
rmsprop,3.0,0.01,100,1024,True,False,tanh,True,True,sigmoid,40,21,softmax,softmax,0.1,0.1,20,28,6756.84228516,0.0,0.508564949036,0.0,6756.83935547,0.0,0.510416686535,0.0,0.0,0.0
adam,3.0,0.01,100,512,False,False,tanh,False,True,sigmoid,40,15,relu,softmax,0.0,0.0,40,36,0.692811071873,0.0,0.509333372116,0.0,0.692769348621,0.0,0.510416686535,0.0,0.0,0.0
sgd,3.0,0.001,100,1024,True,False,tanh,False,False,sigmoid,24,21,sigmoid,softmax,0.0,0.0001,40,34,0.704365730286,0.491361171007,0.503041744232,0.389119297266,0.705281555653,0.486587643623,0.499918609858,0.388962775469,0.438806988663,0.437515585789
sgd,3.0,0.01,75,256,True,True,tanh,True,True,sigmoid,26,6,tanh,tanh,0.01,0.0,50,42,0.701111733913,0.540650308132,0.575980126858,0.92168289423,0.749272167683,0.531587421894,0.560369312763,0.90177410841,0.708932547397,0.691213365364
sgd,3.0,0.001,100,256,True,False,softmax,True,True,sigmoid,26,1,sigmoid,linear,0.1,0.0,30,28,0.690249323845,0.532840132713,0.5326846838,0.40951859951,0.699666440487,0.517464399338,0.521022737026,0.40386557579,0.463051423306,0.455023908883
sgd,3.0,0.001,100,512,True,False,softmax,True,False,sigmoid,24,6,relu,tanh,0.0001,0.01,50,38,1.14041078091,0.516765296459,0.508225917816,0.00759156234562,1.1405787468,0.470588237047,0.506727457047,0.00587026728317,0.0149596665067,0.011606082007
sgd,3.0,0.01,75,256,True,True,softmax,False,False,sigmoid,28,15,tanh,linear,0.1,0.0001,20,34,0.692966997623,0.0,0.507940351963,0.0,0.692959845066,0.0,0.507599413395,0.0,0.0,0.0
adam,3.0,0.001,100,512,False,False,sigmoid,True,True,sigmoid,28,12,relu,sigmoid,0.0001,0.0001,20,26,0.941464841366,0.495463192463,0.499472498894,0.997737765312,0.941416859627,0.496419161558,0.5,0.996918082237,0.66569484166,0.665980386012
rmsprop,3.0,0.001,75,256,True,True,tanh,False,True,sigmoid,28,6,sigmoid,tanh,0.01,0.01,50,38,4.3826675415,0.519948482513,0.524375021458,0.431273460388,4.38748931885,0.509593784809,0.515482962132,0.425212740898,0.473289152531,0.466016635365
adam,3.0,0.1,100,1024,False,False,softmax,False,True,sigmoid,32,3,softmax,tanh,0.01,0.0,20,26,0.693036317825,0.0,0.50794172287,0.0,0.692946314812,0.0,0.508263230324,0.0,0.0,0.0
rmsprop,3.0,0.001,75,512,True,False,softmax,True,False,sigmoid,30,24,linear,linear,0.0001,0.01,50,36,4.89477729797,0.0,0.508026361465,0.0,4.89474725723,0.0,0.507089138031,0.0,0.0,0.0
adam,3.0,0.001,100,128,True,False,relu,True,True,sigmoid,34,6,linear,softmax,0.0,0.0,60,42,0.669293344021,0.525570988655,0.535355091095,0.569477319717,0.683078825474,0.521341025829,0.530113637447,0.558488368988,0.551889280927,0.543931205355
adam,3.0,0.01,75,1024,False,False,softmax,False,False,sigmoid,26,6,linear,sigmoid,0.0001,0.0001,50,36,0.693337857723,0.4921875,0.507956087589,0.00919654313475,0.693096458912,0.5390625,0.509014427662,0.0105407880619,0.0180660013796,0.0206538710037
rmsprop,3.0,0.01,100,512,True,True,sigmoid,True,True,sigmoid,38,3,softmax,relu,0.01,0.0001,30,30,1.68688809872,0.364620923996,0.506657719612,0.0029249927029,1.68674314022,0.406779646873,0.506293416023,0.0035221602302,0.00581640662809,0.00699565340014
sgd,3.0,0.1,100,1024,True,False,softmax,True,True,sigmoid,38,1,tanh,linear,0.01,0.01,40,34,81.6722106934,0.493947803974,0.496007591486,0.995825767517,81.672454834,0.493414074183,0.495192319155,0.995722591877,0.662188088911,0.661438390424
sgd,3.0,0.01,75,512,False,False,softmax,True,False,sigmoid,36,6,linear,tanh,0.0,0.01,40,30,0.694756507874,0.509732782841,0.51743555069,0.512729883194,0.698404967785,0.5100222826,0.516854763031,0.504109203815,0.51507196949,0.51040242661
sgd,3.0,0.001,75,128,False,False,relu,True,False,sigmoid,40,27,softmax,relu,0.01,0.1,60,34,0.692697107792,0.0,0.507911920547,0.0,0.692693531513,0.0,0.507599413395,0.0,0.0,0.0
sgd,3.0,0.01,100,256,False,True,tanh,True,False,sigmoid,26,6,sigmoid,relu,0.01,0.01,20,32,0.690880656242,0.514572322369,0.518409073353,0.374635517597,0.69091796875,0.501283824444,0.508522748947,0.366075277328,0.434949057395,0.425698665572
rmsprop,3.0,0.01,75,128,True,True,softmax,False,True,sigmoid,24,15,sigmoid,tanh,0.0001,0.001,40,38,6.35099315643,0.495193213224,0.498806804419,0.98339253664,6.35106039047,0.495138585567,0.498082399368,0.984278082848,0.661885179817,0.66144719187
sgd,3.0,0.001,75,128,True,True,relu,True,True,sigmoid,36,1,linear,sigmoid,0.001,0.1,60,36,2.52169275284,0.491947233677,0.492031246424,0.99486041069,2.52371716499,0.492327451706,0.492329537868,0.994951665401,0.658423773578,0.658710797328
sgd,3.0,0.01,75,512,False,False,relu,True,True,sigmoid,26,1,tanh,tanh,0.01,0.001,60,38,0.796517372131,0.528870761395,0.551094889641,0.796978771687,0.796109378338,0.52949231863,0.550708889961,0.794393897057,0.651612654157,0.650477845206
rmsprop,3.0,0.01,100,512,False,False,softmax,True,True,sigmoid,34,6,relu,relu,0.001,0.01,30,26,411.527435303,0.0,0.508069097996,0.0,411.527557373,0.0,0.507089138031,0.0,0.0,0.0
rmsprop,3.0,0.01,75,256,True,True,tanh,False,True,sigmoid,44,18,softmax,relu,0.0001,0.001,30,30,8.7296705246,0.488808661699,0.5008238554,0.312647938728,8.72971534729,0.489174574614,0.500781238079,0.312851577997,0.3849710517,0.385112786674
adam,3.0,0.01,100,256,False,False,sigmoid,True,False,sigmoid,24,24,softmax,relu,0.1,0.01,20,42,0.692972302437,0.0,0.507911920547,0.0,0.692986488342,0.0,0.507599413395,0.0,0.0,0.0
sgd,3.0,0.01,100,512,False,False,softmax,True,True,sigmoid,42,3,relu,tanh,0.01,0.001,30,40,0.908036589622,0.531017005444,0.550724208355,0.741108953953,0.937100470066,0.519535839558,0.533637166023,0.716172575951,0.631887543808,0.61157517177
adam,3.0,0.01,75,256,True,True,relu,True,True,sigmoid,30,24,tanh,linear,0.0001,0.0001,20,42,1.16892659664,0.0,0.507940351963,0.0,1.16891384125,0.0,0.507599413395,0.0,0.0,0.0
adam,3.0,0.01,100,256,True,True,tanh,True,True,sigmoid,24,6,linear,softmax,0.01,0.0,50,26,0.745767593384,0.0,0.507855117321,0.0,0.745842278004,0.0,0.507599413395,0.0,0.0,0.0
adam,3.0,0.001,75,512,False,False,sigmoid,True,False,sigmoid,40,6,softmax,softmax,0.01,0.01,40,36,0.693109869957,0.0,0.507641434669,0.0,0.69306999445,0.0,0.507089138031,0.0,0.0,0.0
rmsprop,3.0,0.01,75,1024,True,True,softmax,False,True,sigmoid,38,15,tanh,sigmoid,0.01,0.001,50,32,10.5899629593,0.492086976767,0.492086976767,1.0,10.5900115967,0.491736769676,0.491736769676,1.0,0.659595565713,0.659280886108
sgd,3.0,0.01,100,1024,True,True,tanh,False,True,sigmoid,44,3,relu,softmax,0.0,0.001,30,38,1.34559071064,0.508116662502,0.514964401722,0.449425071478,1.34917783737,0.491752028465,0.501126825809,0.432630628347,0.479967729811,0.464366442413
sgd,3.0,0.001,75,512,True,True,sigmoid,True,True,sigmoid,38,12,linear,softmax,0.0001,0.0001,60,42,7.93961524963,0.490060389042,0.501767814159,0.322288900614,7.93937969208,0.496523886919,0.504846632481,0.32491928339,0.392483173281,0.395375136313
rmsprop,3.0,0.01,100,512,True,False,sigmoid,False,True,sigmoid,34,21,relu,linear,0.0001,0.0,30,34,0.979697346687,0.0,0.508054852486,0.0,0.980320394039,0.0,0.507089138031,0.0,0.0,0.0
sgd,3.0,0.01,75,1024,True,True,relu,False,False,sigmoid,30,15,sigmoid,relu,0.1,0.01,30,42,0.69482421875,0.502945721149,0.511991620064,0.675435006618,0.697904169559,0.502264499664,0.511268019676,0.677665770054,0.58246472753,0.582822759771
sgd,3.0,0.1,100,256,True,False,softmax,True,True,sigmoid,38,9,tanh,linear,0.1,0.0,30,42,0.692968726158,0.0,0.507940351963,0.0,0.692986488342,0.0,0.507599413395,0.0,0.0,0.0
rmsprop,3.0,0.1,100,1024,True,True,tanh,True,True,sigmoid,38,1,linear,sigmoid,0.0,0.01,60,26,68.4951782227,0.0,0.507611453533,0.0,68.4947052002,0.0,0.508263230324,0.0,0.0,0.0
sgd,3.0,0.1,75,512,False,False,softmax,True,False,sigmoid,30,6,tanh,tanh,0.01,0.0,30,34,0.655922114849,0.535517275333,0.559206783772,0.782312512398,0.679343879223,0.527704238892,0.546440958977,0.760346353054,0.65220748626,0.635886783553
adam,3.0,0.001,75,512,True,True,softmax,True,False,sigmoid,26,1,sigmoid,tanh,0.0,0.1,50,28,0.676818430424,0.531650602818,0.541928052902,0.583736360073,0.677173733711,0.534220516682,0.543547451496,0.577340781689,0.562055805223,0.559934703998
adam,3.0,0.01,75,256,True,True,softmax,False,True,sigmoid,36,27,softmax,sigmoid,0.1,0.0001,60,40,1.00580668449,0.0,0.508068203926,0.0,1.00587427616,0.0,0.507599413395,0.0,0.0,0.0
adam,3.0,0.01,100,1024,False,False,sigmoid,True,False,sigmoid,34,9,linear,sigmoid,0.0,0.001,20,40,0.693818926811,0.492780596018,0.49365234375,0.965498149395,0.693547189236,0.491911649704,0.492638230324,0.96623891592,0.653284807255,0.652565201716
sgd,3.0,0.01,75,512,True,True,softmax,True,True,sigmoid,38,1,linear,softmax,0.001,0.1,60,36,19.2504386902,1.0,0.507555902004,2.89494255412e-05,19.2504253387,0.0,0.507089138031,0.0,5.78955488986e-05,0.0
rmsprop,3.0,0.01,100,512,True,True,tanh,True,False,sigmoid,26,9,linear,sigmoid,0.1,0.1,50,26,324.779418945,0.0,0.507997810841,0.0,324.779296875,0.0,0.507089138031,0.0,0.0,0.0
rmsprop,3.0,0.001,100,512,True,False,sigmoid,False,False,sigmoid,44,3,tanh,tanh,0.001,0.0001,60,26,0.673154532909,0.527616798878,0.547659099102,0.775129616261,0.680139601231,0.523451566696,0.540943264961,0.766510128975,0.641836118495,0.634268867581
adam,3.0,0.01,100,1024,True,False,tanh,True,True,sigmoid,44,1,linear,sigmoid,0.01,0.0001,40,36,3.72592711449,0.777777791023,0.508559286594,0.000204528856557,3.72600388527,0.0,0.508263230324,0.0,0.000408893267247,0.0
sgd,3.0,0.01,100,1024,False,True,tanh,False,False,sigmoid,36,6,softmax,sigmoid,0.01,0.1,20,28,0.692670047283,0.0,0.507913053036,0.0,0.692645728588,0.0,0.508263230324,0.0,0.0,0.0
adam,3.0,0.01,100,256,False,False,softmax,True,True,sigmoid,34,27,tanh,linear,0.001,0.1,50,34,3287.25097656,0.0,0.508167624474,0.0,3287.25390625,0.0,0.507599413395,0.0,0.0,0.0
sgd,3.0,0.01,100,128,True,True,tanh,False,False,sigmoid,30,6,tanh,softmax,0.01,0.0001,60,42,0.683369159698,0.529972374439,0.545582413673,0.67585670948,0.68495208025,0.528258621693,0.542613625526,0.664647340775,0.603772268083,0.597462708298
adam,3.0,0.001,100,1024,True,True,relu,True,True,sigmoid,24,24,linear,tanh,0.0001,0.01,30,42,2.80636000633,0.0,0.507999181747,0.0,2.80632019043,0.0,0.508263230324,0.0,0.0,0.0
rmsprop,3.0,0.001,100,1024,True,True,softmax,True,True,sigmoid,32,9,tanh,tanh,0.01,0.0001,40,30,0.778403759003,0.0,0.507884323597,0.0,0.778419911861,0.0,0.508263230324,0.0,0.0,0.0
adam,3.0,0.001,75,512,True,True,sigmoid,True,True,sigmoid,42,1,tanh,linear,0.0,0.01,20,26,1.21520411968,0.500100314617,0.508154630661,0.939182341099,1.21789181232,0.500195503235,0.507450819016,0.938655734062,0.659486857555,0.658764210714
rmsprop,3.0,0.01,75,512,False,False,softmax,True,True,sigmoid,36,6,linear,softmax,0.1,0.0001,40,34,52.2131156921,0.0,0.50765568018,0.0,52.2131271362,0.0,0.507089138031,0.0,0.0,0.0
sgd,3.0,0.01,100,1024,True,True,relu,False,True,sigmoid,30,15,sigmoid,relu,0.1,0.0,20,38,0.69616574049,0.504071354866,0.514964401722,0.908422529697,0.700160384178,0.501777231693,0.511418282986,0.905743956566,0.657312855964,0.653720521425
adam,3.0,0.01,75,128,True,True,sigmoid,False,True,sigmoid,36,27,tanh,tanh,0.01,0.0,50,36,0.770435214043,0.491889208555,0.491889208555,1.0,0.770435452461,0.492400556803,0.492400556803,1.0,0.659417878666,0.659877208647
adam,3.0,0.001,75,512,True,False,sigmoid,True,False,sigmoid,34,3,linear,linear,0.001,0.001,40,32,0.822607398033,0.918067216873,0.51954549551,0.0253355372697,0.854732811451,0.531914889812,0.50752311945,0.00733783375472,0.048315002626,0.0144665088856
adam,3.0,0.01,100,128,True,True,sigmoid,True,True,sigmoid,34,21,softmax,relu,0.01,0.0,60,42,0.694262623787,0.0,0.507855117321,0.0,0.6942512393,0.0,0.507599413395,0.0,0.0,0.0
sgd,3.0,0.001,100,1024,True,True,sigmoid,True,True,sigmoid,44,27,softmax,linear,0.001,0.0,20,34,7.28686094284,0.487105637789,0.499425560236,0.330832540989,7.28666210175,0.493462592363,0.50390625,0.334402680397,0.398011719209,0.402017906666
