optimizer,num_channels,learning_rate,epochs,batch_size,use_residuals,use_bottleneck,shortcut_activation,reg_shortcut,reg_module,output_activation,num_filters,nr_modules,module_output_activation,module_activation,l2_r,l1_r,kernel_size,bottleneck_size,train_loss,train_accuracy,train_precision,train_recall,val_loss,val_accuracy,val_precision,val_recall
sgd,2,0.0001,50,32,True,False,sigmoid,False,True,sigmoid,24,18,tanh,linear,0.01,0.0001,160,50,44.4122924805,0.513042092323,0.503464877605,0.748110771179,44.4125480652,0.512997150421,0.503713130951,0.743545353413
adam,2,0.001,50,128,True,True,softmax,False,True,sigmoid,68,15,relu,linear,0.01,0.0001,60,48,0.754326283932,0.508011341095,0.0,0.0,0.754325985909,0.507599413395,0.0,0.0
adam,2,0.01,50,256,True,True,relu,True,True,sigmoid,52,30,softmax,relu,0.01,0.01,30,70,105.903251648,0.508125007153,0.0,0.0,105.903312683,0.507599413395,0.0,0.0
rmsprop,2,0.001,50,64,True,True,tanh,False,True,sigmoid,40,45,tanh,linear,0.001,0.01,190,44,134.550888062,0.502440989017,0.492935180664,0.399561494589,134.548782349,0.512215912342,0.505755245686,0.411942869425
adam,2,0.01,50,256,False,True,softmax,False,True,sigmoid,20,6,relu,tanh,0.01,0.0001,100,40,1.22758328915,0.508011341095,0.0,0.0,1.22759139538,0.507599413395,0.0,0.0
adam,2,0.1,50,256,True,True,sigmoid,True,True,sigmoid,44,24,linear,tanh,0.01,0.01,130,28,1508.81005859,0.507855117321,0.0,0.0,1508.80529785,0.507599413395,0.0,0.0
adam,2,0.001,50,256,False,True,sigmoid,True,False,sigmoid,26,24,relu,linear,0.0001,0.01,70,46,0.67248404026,0.578153431416,0.545286178589,0.858623504639,0.689257800579,0.575142025948,0.543942332268,0.848983108997
sgd,2,0.01,50,256,True,False,relu,False,False,sigmoid,44,42,softmax,softmax,0.0001,0.0001,80,58,0.70204013586,0.49884942174,0.494917958975,0.929693818092,0.703497886658,0.49907669425,0.495404422283,0.932929456234
adam,2,0.001,50,512,True,True,relu,True,False,sigmoid,40,42,relu,linear,0.01,0.01,160,40,13.617893219,0.507612884045,0.0,0.0,13.6179199219,0.507089138031,0.0,0.0
adam,2,0.0001,50,512,False,False,relu,True,False,sigmoid,26,6,relu,softmax,0.01,0.001,160,66,0.633379220963,0.590057611465,0.552360475063,0.879480719566,0.715549051762,0.568793416023,0.539804041386,0.848840594292
adam,2,0.0001,50,64,False,False,relu,True,True,sigmoid,44,3,softmax,linear,0.1,0.0001,170,22,2.30107903481,0.508060872555,0.0,0.0,2.30106687546,0.507599413395,0.0,0.0
adam,2,0.0001,50,512,True,False,tanh,True,False,sigmoid,20,36,sigmoid,linear,0.001,0.01,130,66,11.601732254,0.535056471825,0.524363040924,0.579750478268,11.6022396088,0.536024332047,0.526511132717,0.582917511463
sgd,2,0.01,50,128,True,False,softmax,True,False,sigmoid,40,36,relu,linear,0.01,0.0001,120,28,12.6570043564,0.507727265358,0.15000000596,8.66000773385e-05,12.6569843292,0.507599413395,0.5,0.000144237710629
adam,2,0.0001,50,64,True,True,tanh,True,True,sigmoid,56,21,relu,tanh,0.001,0.1,150,74,198.966003418,0.507947325706,0.0,0.0,198.965835571,0.507599413395,0.0,0.0
adam,2,0.001,50,32,True,True,tanh,False,False,sigmoid,52,12,softmax,linear,0.1,0.01,110,38,0.683201909065,0.539992034435,0.520525515079,0.825093746185,0.685041964054,0.537571012974,0.519486486912,0.811337053776
sgd,2,0.001,50,128,False,True,relu,True,False,sigmoid,38,45,linear,linear,0.0001,0.001,30,22,0.697054326534,0.506250023842,0.498858064413,0.750353634357,0.697736144066,0.503267049789,0.497070401907,0.74643009901
adam,2,0.0001,50,32,False,False,sigmoid,False,False,sigmoid,50,1,softmax,sigmoid,0.01,0.01,40,40,0.658936679363,0.582694709301,0.551132500172,0.818942129612,0.66604334116,0.574502825737,0.545639514923,0.812202513218
adam,2,0.0001,50,512,False,True,softmax,False,True,sigmoid,26,30,relu,sigmoid,0.1,0.1,50,74,617.160339355,0.5040345788,0.478198379278,0.0867423787713,617.160095215,0.507667839527,0.503257334232,0.0906956270337
adam,2,0.0001,50,64,True,True,tanh,True,True,sigmoid,62,45,relu,relu,0.1,0.1,30,36,8915.34179688,0.508089244366,0.0,0.0,8915.34765625,0.507599413395,0.0,0.0
adam,2,0.001,50,512,True,False,sigmoid,False,False,sigmoid,34,15,tanh,softmax,0.0,0.0001,30,66,0.688761711121,0.52748632431,0.521415293217,0.48661801219,0.690104186535,0.529513895512,0.524502038956,0.486938655376
rmsprop,2,0.001,50,128,True,True,softmax,False,True,sigmoid,50,3,relu,softmax,0.01,0.01,110,68,12.0849838257,0.534218728542,0.515642404556,0.882032036781,12.088265419,0.52095168829,0.507947266102,0.86658012867
adam,2,0.001,50,32,False,True,relu,False,True,sigmoid,38,15,relu,linear,0.0001,0.0,90,78,0.734610855579,0.508032441139,0.555555582047,0.000288450450171,0.734360218048,0.507670462132,0.600000023842,0.000432713102782
sgd,2,0.01,50,256,True,True,relu,False,True,sigmoid,66,12,relu,linear,0.001,0.0001,70,28,10.2900476456,0.506107926369,0.453914135695,0.0207659434527,10.2897520065,0.5059658885,0.45878136158,0.0184624269605
adam,2,0.0001,50,32,False,True,tanh,False,True,sigmoid,56,30,sigmoid,linear,0.01,0.0001,90,22,1.05139398575,0.508018255234,0.0,0.0,1.05142962933,0.507599413395,0.0,0.0
rmsprop,2,0.01,50,256,False,True,relu,True,True,sigmoid,26,21,relu,sigmoid,0.0001,0.0001,170,62,5.84764242172,0.508039772511,0.0,0.0,5.84775686264,0.507599413395,0.0,0.0
adam,2,0.001,50,64,True,False,relu,False,False,sigmoid,48,21,tanh,relu,0.0001,0.01,20,32,0.696533441544,0.580409884453,0.548153758049,0.837213337421,0.719229400158,0.571093738079,0.54210627079,0.830087959766
