meier_load,batch_size,epochs,learning_rate,optimizer,use_residuals,use_bottleneck,num_modules,filter_size,bottleneck_size,num_filters,residual_activation,module_activation,module_output_activation,output_layer_activation,reg_residual,reg_module,l1_r,l2_r,train_loss,train_accuracy,train_precision,train_recall,train_f1,val_loss,val_accuracy,val_precision,val_recall,val_f1,confusion_matrix
False,512,50,0.01,rmsprop,True,False,1,40,26,32,relu,sigmoid,sigmoid,sigmoid,True,False,0,0.1,0.637255132198,0.72451410061,0.743976,0.672738,0.706566,0.65480363369,0.715006510417,0.761205,0.65301,0.702969,"[[2321  650]
 [1101 2072]]"
