batch_size,epochs,learning_rate,num_channels,optimizer,bottleneck_size,kernel_size,module_activation,module_output_activation,nr_modules,num_filters,output_activation,shortcut_activation,use_bottleneck,use_residuals,train_loss,train_accuracy,train_precision,train_recall,val_loss,val_accuracy,val_precision,val_recall
512,100,0.0001,3,sgd,40,40,softmax,tanh,1,30,sigmoid,sigmoid,False,False,0.6396458148956299,0.662620484828949,0.6619446277618408,0.9981537461280824,0.6415942311286926,0.6544809937477112,0.6536865234375,0.9979493021965028
128,100,1e-05,3,rmsprop,24,40,linear,softmax,1,36,sigmoid,relu,True,True,0.6403539776802063,0.6625329256057739,0.6625329256057739,1.0,0.6450334191322327,0.6540009379386902,0.6540009379386902,1.0
256,100,0.001,3,rmsprop,40,50,softmax,tanh,3,40,sigmoid,relu,True,True,0.2380493879318237,0.977255642414093,0.9048380851745604,0.8768766522407532,0.3901360929012298,0.9350541234016418,0.8407907485961914,0.8130316734313965
1024,100,1e-05,3,sgd,38,40,tanh,linear,9,40,sigmoid,softmax,True,True,0.6908019185066223,0.6624428629875183,0.6624428629875183,1.0,0.6909140348434448,0.65478515625,0.65478515625,1.0
256,100,0.0001,3,adam,28,30,softmax,linear,12,26,sigmoid,tanh,True,True,0.3876913189888,0.7662279605865479,0.7862622141838074,0.9745184183120728,0.4435785710811615,0.7400111556053162,0.7527225613594055,0.9587330222129822
1024,100,0.01,3,rmsprop,34,30,tanh,softmax,6,28,sigmoid,relu,True,True,0.3333829641342163,0.9205223321914672,0.8878620266914368,0.9093424081802368,0.394579529762268,0.867474377155304,0.8265380859375,0.8676360845565796
1024,100,0.01,3,adam,32,40,linear,softmax,6,24,sigmoid,sigmoid,True,False,0.6386416554450989,0.6629192233085632,0.6629192233085632,1.0,0.6443566679954529,0.65478515625,0.65478515625,1.0
1024,100,0.1,3,rmsprop,26,50,sigmoid,relu,12,36,sigmoid,tanh,False,False,0.6400744318962097,0.6621808409690857,0.6621808409690857,1.0,0.6445610523223877,0.65478515625,0.65478515625,1.0
1024,100,0.01,3,rmsprop,28,30,relu,sigmoid,1,40,sigmoid,sigmoid,True,True,0.2007820308208465,0.9233576655387878,0.9338080883026124,0.9816418290138244,0.368055909872055,0.846514880657196,0.8319091796875,0.90790456533432
128,100,0.0001,3,sgd,38,30,sigmoid,relu,1,28,sigmoid,relu,True,False,0.5639337301254272,0.661450207233429,0.6579442620277405,0.9908361434936525,0.5727230310440063,0.6528275012969971,0.6492661237716675,0.9904072284698486
512,100,1e-05,3,adam,32,30,linear,linear,12,36,sigmoid,sigmoid,True,True,0.3959364891052246,0.9222531318664552,0.8513271808624268,0.847063422203064,0.455000638961792,0.8774881958961487,0.7943115234375,0.7971662878990173
512,100,1e-05,3,rmsprop,36,30,sigmoid,relu,12,26,sigmoid,softmax,False,False,0.6718302965164185,0.6624388098716736,0.6624388098716736,1.0,0.6729637980461121,0.65478515625,0.65478515625,1.0
256,100,0.1,3,rmsprop,26,40,tanh,softmax,1,38,sigmoid,relu,False,False,0.4539874494075775,0.7890726923942566,0.7858151197433472,0.9235141277313232,0.5846174955368042,0.7337379455566406,0.7015861868858337,0.8533936738967896
256,100,1e-05,3,rmsprop,32,50,sigmoid,sigmoid,12,24,sigmoid,tanh,False,True,0.2207138836383819,0.919051706790924,0.9115681648254396,0.950197160243988,0.3967980444431305,0.8503140211105347,0.8213778138160706,0.8821719288825989
128,100,0.1,3,sgd,36,50,linear,linear,9,30,sigmoid,tanh,True,True,0.715937077999115,0.6628088355064392,0.6610504388809204,0.9944251179695128,0.7498921155929565,0.6538187265396118,0.6521070003509521,0.9947511553764344
512,100,0.0001,3,rmsprop,26,30,linear,relu,1,28,sigmoid,sigmoid,True,False,0.5329368710517883,0.6746342778205872,0.6795462965965271,0.9973718523979188,0.5995625257492065,0.6619402766227722,0.6630859375,0.9921700358390808
1024,100,0.01,3,sgd,30,50,sigmoid,softmax,3,26,sigmoid,tanh,False,True,0.6312028169631958,0.6632390022277832,0.6631335616111755,0.998993754386902,0.6446666717529297,0.6535915732383728,0.651123046875,0.9940342903137208
1024,100,0.0001,3,sgd,32,20,relu,tanh,3,26,sigmoid,relu,True,False,0.694157600402832,0.6262606978416443,0.5275819301605225,0.7135674953460693,0.6945371627807617,0.6207783818244934,0.528564453125,0.7196122407913208
128,100,1e-05,3,adam,30,40,tanh,softmax,9,30,sigmoid,relu,True,False,0.5497632026672363,0.6626505851745605,0.6626505851745605,1.0,0.5717772841453552,0.6540009379386902,0.6540009379386902,1.0
128,100,0.001,3,sgd,40,30,sigmoid,relu,1,36,sigmoid,softmax,True,False,0.424086332321167,0.8658510446548462,0.8201242685317993,0.8620995879173279,0.4498888254165649,0.8480259776115417,0.8030303120613098,0.8514026999473572
1024,100,0.0001,3,rmsprop,24,20,linear,tanh,3,28,sigmoid,softmax,True,False,0.3501140475273132,0.945833146572113,0.8872427344322205,0.8801999092102051,0.4309109151363373,0.9019485712051392,0.818603515625,0.8111484050750732
512,100,0.0001,3,sgd,30,30,sigmoid,relu,12,38,sigmoid,relu,True,False,0.639622688293457,0.6622976064682007,0.6622976064682007,1.0,0.6444340944290161,0.65478515625,0.65478515625,1.0
128,100,0.01,3,rmsprop,34,20,linear,relu,3,38,sigmoid,relu,False,False,1.7369574308395386,0.6626089215278625,0.6624388098716736,0.9994317293167114,1.7903449535369873,0.6537914872169495,0.6532907485961914,0.9987330436706544
1024,100,0.1,3,sgd,36,50,sigmoid,tanh,1,40,sigmoid,sigmoid,True,False,0.3455996513366699,0.8874131441116333,0.8439643383026123,0.8758440017700195,0.4062559306621551,0.8594219088554382,0.812744140625,0.8536539673805237
256,100,0.0001,3,adam,32,50,linear,relu,12,34,sigmoid,tanh,True,True,0.4095481932163238,0.7848263382911682,0.788121223449707,0.9371759295463562,0.473792552947998,0.75682532787323,0.7535511255264282,0.918190062046051
256,100,0.0001,3,rmsprop,40,40,sigmoid,linear,12,36,sigmoid,sigmoid,True,True,0.6658936142921448,0.6632388830184937,0.6632388830184937,1.0,0.6769468188285828,0.6540009379386902,0.6540009379386902,1.0
1024,100,0.1,3,rmsprop,40,40,relu,tanh,1,30,sigmoid,softmax,True,False,0.5070255398750305,0.9826694130897522,0.7685070633888245,0.662353515625,0.5322167873382568,0.9758898019790648,0.75,0.6338553428649902
128,100,0.1,3,rmsprop,30,30,sigmoid,softmax,1,32,sigmoid,softmax,False,False,0.3320328295230865,0.8980761766433716,0.850338876247406,0.8733359575271606,0.4462973475456238,0.8572221994400024,0.802675187587738,0.8378280401229858
256,100,0.1,3,sgd,32,50,relu,tanh,6,36,sigmoid,softmax,True,False,0.6573911905288696,0.6628153324127197,0.6628153324127197,1.0,0.6677099466323853,0.6540009379386902,0.6540009379386902,1.0
512,100,0.01,3,rmsprop,24,20,linear,tanh,1,38,sigmoid,sigmoid,False,False,0.5884866118431091,0.6620004773139954,0.6597797274589539,0.994176149368286,0.602159321308136,0.6535201072692871,0.6502685546875,0.9916107654571532
256,100,0.1,3,rmsprop,26,50,relu,linear,1,32,sigmoid,softmax,True,True,0.3369743525981903,0.8192803263664246,0.8473973870277405,0.9874609112739564,0.4648357331752777,0.7676149010658264,0.7803030014038086,0.9523981809616088
1024,100,0.1,3,rmsprop,28,30,relu,softmax,3,28,sigmoid,sigmoid,True,False,,,,,,,,
512,100,0.05,3,sgd,28,40,relu,sigmoid,12,40,sigmoid,relu,False,True,0.3935531377792358,0.7192906141281128,0.7408226728439331,0.9984015226364136,0.487195760011673,0.6939175724983215,0.7071533203125,0.9890007376670836
128,100,0.001,3,adam,36,20,linear,linear,1,26,sigmoid,sigmoid,True,False,0.6367542743682861,0.6629962921142578,0.6624388098716736,0.9981541037559508,0.639609694480896,0.6536226868629456,0.6526988744735718,0.9976470470428468
512,100,1e-05,3,rmsprop,30,30,tanh,softmax,6,38,sigmoid,softmax,False,True,,,,,,,,
